Researcher_Name,Project_Title,Company_name,Series_A,Series_A_Investment,Series_B,Series_B_Investment,Series_C,Series_C_Investment,Other_Funding_rounds,Clinical_Trials,Exits,Exit_Amount,Company_outcomes
"Tamimi, Faleh",Biocompatible inorganic nanogel system for medical applications,INViCARE,FALSE,null,FALSE,null,FALSE,null,75000000,1,TRUE,240000000,"{""venture_funding"": [{""round"": ""Rights Offering and Convertible Preferred Stock"", ""year"": 2024, ""amount"": ""$75 million rights offering of new common stock and 9% Series A convertible preferred stock"", ""investors"": ""Unspecified creditors and note holders as part of financial restructuring""}], ""clinical_trials"": [{""year"": 2023, ""stage"": ""Various phases including Phase I-IV"", ""condition"": ""Multiple therapeutic areas including oncology, CNS, Alzheimer's disease, and others (via imaging biomarker services)""}], ""exits"": [{""type"": ""Chapter 11 Bankruptcy and Restructuring"", ""date"": ""February 2023 - Emerged 2024"", ""amount"": ""Debt reduction of approximately $240 million; recapitalization with $75 million equity rights offering, $85 million exit term loan, and $46.5 million exit secured convertible notes""}, {""type"": ""Acquisition of North American Business"", ""date"": ""November 11, 2024"", ""amount"": ""Undisclosed; acquired by MIGA Holdings LLC""}]}"
"Tavallaei, Mohammad A",Design Revisions and Validations of a Catheter Steering and Navigation System For Peripheral Endovascular Revascularization,Magellan Biomedical Inc.,FALSE,null,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [{""round"": ""Non Equity Assistance"", ""year"": 2020, ""amount"": ""Undisclosed"", ""investors"": ""Creative Destruction Lab (CDL)""}], ""clinical_trials"": [], ""exits"": []}"
"Tremblay, Jacques P",Development of a treatment for Friedreich ataxia based on the administration of TALE proteins targeting the frataxin promoter.,AmorChem,FALSE,null,FALSE,null,FALSE,null,85400000,5,TRUE,null,"{""venture_funding"": [{""round"": ""AmorChem I"", ""year"": 2011, ""amount"": ""41.2 million CAD"", ""investors"": ""Various including Quebec government, Merck, Fonds de solidarit\u00e9 FTQ, Investissement-Qu\u00e9bec, Fondaction""}, {""round"": ""AmorChem II"", ""year"": 2017, ""amount"": ""44.2 million CAD"", ""investors"": ""Quebec government, Merck, Fonds de solidarit\u00e9 FTQ, Investissement-Qu\u00e9bec, Fondaction""}], ""clinical_trials"": [{""year"": 2022, ""stage"": ""Phase 1B"", ""condition"": ""Metabolic Syndrome (Inversago Pharma, portfolio company)""}, {""year"": 2020, ""stage"": ""Preclinical"", ""condition"": ""Retinal gene augmentation for Peroxisome Biogenesis Disorders in the Zellweger spectrum (PBD-ZSD)""}, {""year"": 2020, ""stage"": ""Preclinical"", ""condition"": ""c-Myc driven cancers""}, {""year"": 2020, ""stage"": ""Preclinical"", ""condition"": ""Potential treatment for Cerebral Amyloid Angiopathy and Alzheimer\u2019s Disease""}, {""year"": 2020, ""stage"": ""Preclinical"", ""condition"": ""Diabetic Macular Edema (via spin-out company SemaThera)""}], ""exits"": [{""type"": ""Acquisition"", ""date"": ""May 2024"", ""amount"": ""Undisclosed"", ""details"": ""RNA Zipcode Delivery Technology investment exited via New York-based Kodikaz Therapeutic Solutions, Inc.""}, {""type"": ""Management Buyout"", ""date"": ""February 2022"", ""amount"": ""Undisclosed"", ""details"": ""NuChem Therapeutics Inc. exited via management buyout""}]}"
"Tremblay, Michel L",Discovery and uses of a new class of small molecule inhibitors of tyrosine phosphatases.,Kanyr Pharma Inc.,TRUE,0,FALSE,null,FALSE,null,0,1,FALSE,null,"{""venture_funding"": [{""round"": ""Seed"", ""year"": 2013, ""amount"": ""Undisclosed"", ""investors"": ""Banner Life Sciences""}], ""clinical_trials"": [{""year"": 2020, ""stage"": ""Phase I (planned/moving towards)"", ""condition"": ""Chronic Myeloid Leukemia and other cancers""}], ""exits"": []}"
"Tremblay, Michel L",Discovery and uses of a new class of small molecule inhibitors of tyrosine phosphatases.,Mispro Biotech Services Inc.,FALSE,null,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [], ""clinical_trials"": [], ""exits"": []}"
"Trifiro, Mark A",Targeting novel BioNanofluids for prostate cancer therapy,Mark Trifiro Medical Services Inc.,FALSE,null,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [], ""clinical_trials"": [], ""exits"": []}"
"Uludag, Hasan",New Treatment of Blood Cancers with Improved Delivery of Nucleic Acids,RJH Biosciences,FALSE,null,FALSE,null,FALSE,null,100000,1,FALSE,null,"{""venture_funding"": [{""round"": ""Grant (Prize Money)"", ""year"": 2019, ""amount"": ""$100,000"", ""investors"": ""Bill & Melinda Gates Foundation, Berkeley SkyDeck""}], ""clinical_trials"": [{""year"": 2016, ""stage"": ""Preclinical/Development"", ""condition"": ""Blood cancers and other cancers via RNA interference (RNAi) using siRNA delivery""}], ""exits"": []}"
"Vanner, Stephen J",Developing a potent non-addictive analgesic as an alternative to conventional opioids,pHarm Therapeutics Inc.,FALSE,null,FALSE,null,FALSE,null,673000000,0,TRUE,5600000000,"{""venture_funding"": [{""round"": ""Pre-IPO"", ""year"": 2021, ""amount"": ""$350 million"", ""investors"": ""Prosus Ventures, TPG Growth, others""}, {""round"": ""Series E"", ""year"": 2021, ""amount"": ""$323 million"", ""investors"": ""Prosus Ventures, TPG Growth, Temasek, CDPQ, LFT Lightrock, Eight Roads, Think Investment""}], ""clinical_trials"": [], ""exits"": [{""type"": ""IPO"", ""date"": ""Planned 2021, postponed; exploring IPO in 2025"", ""amount"": ""Valuation peaked at $5.6 billion in 2021, later cut to around $458 million to $3 billion in various reports""}]}"
"Wang, Yuzhuo",Optimization and Validation of MCT4-targeting Small Molecule Inhibitors for Treatment of Advanced Cancers,Biotech Company B,FALSE,null,TRUE,175000000,TRUE,100000000,0,1,FALSE,null,"{""venture_funding"": [{""round"": ""Series B"", ""year"": 2024, ""amount"": ""$175 million"", ""investors"": ""Oversubscribed round, specific investors not listed""}, {""round"": ""Series C"", ""year"": 2024, ""amount"": ""$100 million"", ""investors"": ""Co-led by DCVC Bio and Double Point Ventures""}], ""clinical_trials"": [{""year"": 2024, ""stage"": ""Phase 1"", ""condition"": ""Chronic Hepatitis B (epigenetic silencing drug)""}], ""exits"": []}"
"Wang, Yuzhuo",Optimization and Validation of MCT4-targeting Small Molecule Inhibitors for Treatment of Advanced Cancers,Living Tumor Laboratory,FALSE,null,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [], ""clinical_trials"": [], ""exits"": []}"
"Wasan, Kishor M",Development of a Novel Oral Amphotericin B Formulation for the Treatment of Systemic Fungal Infections,iCo Therapeutics Inc.,FALSE,null,FALSE,null,FALSE,null,0,3,TRUE,null,"{""venture_funding"": [{""round"": ""Not publicly detailed"", ""year"": null, ""amount"": null, ""investors"": ""Beanstalk Capital, Ionis Pharmaceuticals, WUTIF Capital""}], ""clinical_trials"": [{""year"": 2010, ""stage"": ""Phase I"", ""condition"": ""Diabetic Macular Edema (DME)""}, {""year"": 2012, ""stage"": ""Phase II"", ""condition"": ""Diabetic Macular Edema (DME) - iDEAL Study""}, {""year"": null, ""stage"": ""Phase II"", ""condition"": ""Allergic conjunctivitis (iCo-008)""}], ""exits"": [{""type"": ""Reverse Merger"", ""date"": ""2021-08-13"", ""amount"": ""Undisclosed"", ""details"": ""iCo Therapeutics completed a reverse merger with Satellos Bioscience Inc., resulting in Satellos Bioscience Inc. trading on the TSX Venture Exchange under symbol MSCL.""}]}"
"Wasan, Kishor M",Development of a Novel Oral Amphotericin B Formulation for the Treatment of Systemic Fungal Infections,Satellos Biosciences Inc.,FALSE,null,FALSE,null,FALSE,null,96600000,3,TRUE,null,"{""venture_funding"": [{""round"": ""Equity Offering"", ""year"": 2023, ""amount"": ""$55 million"", ""investors"": ""Funds managed by Avidity Partners, Qiming Venture Partners USA, Perceptive Advisors, Soleus Capital, FMB Research, Allostery Investments and other healthcare specialized institutional investors""}, {""round"": ""Equity Offering"", ""year"": 2024, ""amount"": ""$40 million (USD)"", ""investors"": ""Healthcare-specific institutional investors""}, {""round"": ""Post IPO Equity"", ""year"": 2023, ""amount"": ""CA$1,600,000"", ""investors"": ""Bloom Burton & Co.""}], ""clinical_trials"": [{""year"": 2024, ""stage"": ""Phase 1a"", ""condition"": ""Duchenne muscular dystrophy (DMD)""}, {""year"": 2024, ""stage"": ""Phase 1b (ongoing)"", ""condition"": ""Adult Duchenne muscular dystrophy (DMD)""}, {""year"": 2025, ""stage"": ""Phase 2 (planned)"", ""condition"": ""Duchenne muscular dystrophy (DMD)""}], ""exits"": [{""type"": ""Reverse Merger"", ""date"": ""2021-08-13"", ""amount"": ""Undisclosed"", ""details"": ""Satellos Bioscience completed a business combination with iCo Therapeutics Inc., enabling public trading on the TSX Venture Exchange under ticker MSCL.""}]}"
"Weaver, Donald F",Contact Optical Microscopy,DeNovaMed Inc.,TRUE,500000,FALSE,null,FALSE,null,0,1,FALSE,null,"{""venture_funding"": [{""round"": ""Seed"", ""year"": 2012, ""amount"": ""$500,000"", ""investors"": ""Innovacorp""}], ""clinical_trials"": [{""year"": 2024, ""stage"": ""preclinical"", ""condition"": ""Diabetic Foot Ulcers and multi-drug-resistant bacterial infections""}], ""exits"": []}"
"Weaver, Donald F",Contact Optical Microscopy,Mindful Scientific Inc.,FALSE,null,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [], ""clinical_trials"": [], ""exits"": []}"
"Weaver, Donald F",Contact Optical Microscopy,Molecular Mining Corp.,FALSE,null,FALSE,null,FALSE,null,[],0,FALSE,null,"{""venture_funding"": [], ""clinical_trials"": [], ""exits"": []}"
"Weaver, Donald F",,"Neurochem Inc., ., ., ",,,,,,,,,,,
"Weaver, Donald F",Contact Optical Microscopy,Treventis Corp.,TRUE,4400000,FALSE,null,FALSE,null,2970000,2,FALSE,null,"{""venture_funding"": [{""round"": ""Seeding Drug Discovery Award"", ""year"": 2013, ""amount"": ""$4.4 million"", ""investors"": ""Wellcome Trust""}, {""round"": ""Grant"", ""year"": 2022, ""amount"": ""$2.97 million"", ""investors"": ""U.S. Department of Defense (CDMRP)""}, {""round"": ""Funding and investment"", ""year"": null, ""amount"": ""Undisclosed"", ""investors"": ""Congressionally Directed Medical Research Programs, Johnson & Johnson Innovation - JLABS, Invest Nova Scotia, Life Sciences Nova Scotia, Wellcome Trust""}], ""clinical_trials"": [{""year"": 2016, ""stage"": ""Planned Phase 1 clinical trial"", ""condition"": ""Alzheimer's disease""}, {""year"": 2020, ""stage"": ""Repurposing clinical trial"", ""condition"": ""COVID-19 (inhaled furosemide for patients on mechanical ventilation)""}], ""exits"": []}"
"Willerth, Stephanie M",3D bioprinting next generation brain organoids for identifying drug targets for Alzheimer's disease,Axolotl Biosciences,TRUE,null,FALSE,null,FALSE,null,null,0,FALSE,null,"{""venture_funding"": [{""round"": ""Grant"", ""year"": 2023, ""amount"": ""undisclosed"", ""investors"": ""Not specified""}, {""round"": ""Pre-Series A (planned)"", ""year"": 2024, ""amount"": ""planned venture capital investment"", ""investors"": ""Not specified, fundraising ongoing""}], ""clinical_trials"": [], ""exits"": []}"
"Withers, Stephen G",Extending circulation time of protein therapeutics by capping glycan structures with 7F-Sialic acids,Anandia Labs,FALSE,null,FALSE,null,FALSE,null,13400000,0,TRUE,115000000,"{""venture_funding"": [{""round"": ""Private Placement Financing"", ""year"": 2018, ""amount"": ""CAD 13.4 million"", ""investors"": ""Green Acre Capital, York Plains Investment Corp., CannaRoyalty (invested approx. CAD 3.9 million in 2017)""}], ""clinical_trials"": [], ""exits"": [{""type"": ""Acquisition"", ""date"": ""June 12, 2018"", ""amount"": ""Approximately CAD 115 million"", ""valuation"": ""Post-money valuation of CAD 63 million in January 2018 before acquisition""}]}"
"Withers, Stephen G",,Avivo,,,,,,,,,,,
"Wu, Jian Hui",Development of novel pan-inhibitors of the androgen receptor variants as effective therapeutics for castration-resistant prostate cancer,ARV Therapeutics Inc.,FALSE,null,FALSE,null,FALSE,null,700000000,5,TRUE,null,"{""venture_funding"": [{""round"": ""Private Placement"", ""year"": 2023, ""amount"": ""$350 million"", ""investors"": ""Institutional investors; BofA Securities, Inc. and Goldman Sachs & Co. LLC as joint lead placement agents""}, {""round"": ""Equity Investment by Pfizer"", ""year"": 2021, ""amount"": ""$350 million"", ""investors"": ""Pfizer Inc.""}], ""clinical_trials"": [{""year"": 2025, ""stage"": ""Phase 3"", ""condition"": ""ER+/HER2- advanced or metastatic breast cancer (ARV-471, vepdegestrant)""}, {""year"": 2024, ""stage"": ""Phase 1"", ""condition"": ""Neurodegenerative diseases (ARV-102)""}, {""year"": 2020, ""stage"": ""Phase 1/2"", ""condition"": ""Metastatic castrate-resistant prostate cancer (bavdegalutamide, ARV-110)""}, {""year"": 2021, ""stage"": ""Phase 1/2"", ""condition"": ""Non-Hodgkin\u2019s lymphoma (ARV-393)""}, {""year"": 2021, ""stage"": ""Phase 1b/2"", ""condition"": ""Combination trials for breast cancer (ARV-471)""}], ""exits"": [{""type"": ""IPO"", ""date"": ""2018"", ""amount"": ""Public listing on Nasdaq (Ticker: ARVN)""}]}"
"Wu, Xiao Yu S",,"QurCan Therapeutics, Nanology Labs",,,,,,,,,,,
"Yang, Victor X",Doppler Optical Coherence Tomography for Intraoperative Imaging During Skull Base Neurosurgical Procedures,7D Surgical,TRUE,null,FALSE,null,FALSE,null,null,null,TRUE,110000000,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2018, ""amount"": ""Undisclosed"", ""investors"": ""MedTech Innovator, NorthSpring Capital Partners, and 3 others""}, {""round"": ""Other rounds"", ""year"": 2020, ""amount"": ""Undisclosed"", ""investors"": ""Not specified""}], ""clinical_trials"": [{""year"": 2017, ""stage"": ""Clinical trials with prototype"", ""condition"": ""Spine and cranial surgeries""}, {""year"": 2018, ""stage"": ""Prospective cohort study"", ""condition"": ""Spine surgery navigation system""}, {""year"": 2019, ""stage"": ""Completed"", ""condition"": ""Machine-vision Image Guided Surgery (MvIGS) Spine Navigation System""}], ""exits"": [{""type"": ""Acquisition"", ""date"": ""May 20, 2021"", ""amount"": ""$110 million"", ""valuation"": ""Not explicitly stated""}]}"
"Yang, Victor X",Integrated Surgical Lighting and Navigation System,7D Surgical Inc.,FALSE,null,FALSE,null,FALSE,null,581,1,TRUE,110000000,"{""venture_funding"": [{""round"": ""Series Unknown"", ""year"": 2018, ""amount"": ""Undisclosed"", ""investors"": ""Not disclosed""}, {""round"": ""Multiple rounds"", ""year"": null, ""amount"": ""Total $581K over 3 rounds"", ""investors"": ""Including Ontario Brain Institute, NorthSpring Capital Partners, Tivona Capital""}], ""clinical_trials"": [{""year"": 2017, ""stage"": ""Clinical trials ongoing"", ""condition"": ""Spine and cranial surgery (image-guided surgery system)""}], ""exits"": [{""type"": ""Acquisition"", ""date"": ""2021-05-20"", ""amount"": ""$110 million"", ""valuation"": null, ""details"": ""Acquired by SeaSpine Holdings Corporation in a cash and stock deal; 7D Surgical shareholders received $27.5 million in cash and 4,289,848 shares of SeaSpine stock valued at $82.5 million.""}]}"
"Yanow, Stephanie K",A field-deployable malaria and fever diagnostic system,Aquila Diagnostic Systems,TRUE,1340000,FALSE,null,FALSE,null,0,1,FALSE,null,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2016, ""amount"": ""$1.34M"", ""investors"": ""Benslie Investment Group""}], ""clinical_trials"": [{""year"": 2017, ""stage"": ""independent laboratory trial"", ""condition"": ""Tapeworm detection in veterinary diagnostics""}], ""exits"": []}"
"Yokota, Toshifumi",Commercializing a novel platform for delivery of antisense oligonucleotide-mediated therapy,OligomicsTx Inc.,TRUE,175000,FALSE,null,FALSE,null,0,0,FALSE,null,"{""venture_funding"": [{""round"": ""Seed/Angel"", ""year"": 2024, ""amount"": ""$175,000+"", ""investors"": ""Startup TNT syndicate of qualified angel investors, TNT Capital venture capital fund, co-investors include Panache Ventures, Hustle Fund, BDC Capital, Y Combinator, Thin Air Labs""}], ""clinical_trials"": [], ""exits"": []}"
"Yoo, Paul",Minimally-Invasive Method of Selectively Activating Posterior Tibial Nerve Afferents for Treating Overactive Bladder,EBT Medical,TRUE,10000000,FALSE,null,FALSE,null,0,1,FALSE,null,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2019, ""amount"": ""USD 10 million"", ""investors"": ""SV Health Investors, Genesys Capital""}], ""clinical_trials"": [{""year"": 2022, ""stage"": ""Phase 1/2"", ""condition"": ""Overactive Bladder (OAB) - neuromodulation therapy by EBT Medical (product NiNA)""}], ""exits"": []}"
"Young, Robert N",Development of a novel conjugate drug for local delivery in bone grafts: Efficacy study on vascularization and osteogenesis after local delivery in a dental implant jaw model,Mesentech Inc.,TRUE,3890000,FALSE,null,FALSE,null,0,2,FALSE,null,"{""venture_funding"": [{""round"": ""Series A"", ""year"": 2022, ""amount"": ""$3.89M"", ""investors"": ""CureDuchenne Ventures, Charles H. Hood Foundation, WUTIF Capital, and others""}, {""round"": ""Venture - Series Unknown"", ""year"": 2023, ""amount"": ""Undisclosed"", ""investors"": ""Red Thread Ventures and others""}, {""round"": ""Undisclosed"", ""year"": 2020, ""amount"": ""Undisclosed"", ""investors"": ""CureDuchenne Ventures and Charles H. Hood Foundation (joint funding collaboration)""}], ""clinical_trials"": [{""year"": 2024, ""stage"": ""Phase 1"", ""condition"": ""Bone fractures and bone regeneration""}, {""year"": 2020, ""stage"": ""Preclinical to early clinical"", ""condition"": ""Duchenne muscular dystrophy (bone wastage)""}], ""exits"": []}"
"Yudin, Andrei",Arrays of constrained histone tail mimetics for the development of epigenetic anticancer drugs,Encycle Therapeutics Inc.,FALSE,null,FALSE,null,FALSE,null,2850000,1,TRUE,80000000,"{""venture_funding"": [{""round"": ""Series Unknown"", ""year"": 2015, ""amount"": ""$2.85 million CAD"", ""investors"": ""Takeda Ventures, Accel-Rx Health Sciences Accelerator, BDC Capital, MaRS Investment Accelerator Fund""}], ""clinical_trials"": [{""year"": null, ""stage"": ""Pre-clinical"", ""condition"": ""Inflammatory bowel disease (IBD), including ulcerative colitis and Crohn's disease""}], ""exits"": [{""type"": ""Acquisition"", ""date"": ""October 2019"", ""amount"": ""Up to $80 million in contingent value rights including $10 million earn-outs upon successful Phase II completion"", ""details"": ""Acquired by Zealand Pharma, including all outstanding shares and intellectual property; acquisition focused on pre-clinical lead asset ET3764 and a screening library of ~5,000 peptide macrocycles""}]}"
"Zhang, Li",A new cellular immunotherapy to treat acute myeloid leukemia,WYZE Biotech Co.,TRUE,0,TRUE,110000000,FALSE,null,0,2,FALSE,null,"{""venture_funding"": [{""round"": ""Seed"", ""year"": 2017, ""amount"": ""Undisclosed"", ""investors"": ""iSeed Ventures""}, {""round"": ""Series A"", ""year"": 2019, ""amount"": ""$20 million"", ""investors"": ""Norwest Venture Partners""}, {""round"": ""Series A+"", ""year"": 2021, ""amount"": ""$9 million"", ""investors"": ""BOC Guangdong Finance, Baidu Ventures, Fuho Capital, HuaXia HengTian, Zhejiang Silicon Paradise Asset Management Group""}, {""round"": ""Series B"", ""year"": 2021, ""amount"": ""$110 million"", ""investors"": ""Marcy Venture Partners, American Family Ventures, Norwest Venture Partners, Kensington Capital Partners, Eastern Bell Venture Capital""}], ""clinical_trials"": [{""year"": 2021, ""stage"": ""Phase I"", ""condition"": ""Relapsed/refractory acute myelogenous leukemia (AML)""}, {""year"": 2024, ""stage"": ""Phase 1"", ""condition"": ""Relapsed or refractory B-cell Non-Hodgkin Lymphoma (NHL)""}], ""exits"": []}"
