Name,Institution_Paid,Provinces,Program_Name,Competition_CD,PRC_Name,Project_Title, CIHR_Contribution , CIHR_Equipment , External_Funding ,External_Funding_Partner,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,Patents,title_keywords,companies,companies_count
"Kelley, Shana O; Keshavjee, Shaf",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Rapid gene expression and protein profiling for transplantation medicine," $282,900 ", $-   , $-   ,,3 yrs 0 mth ,Genetics,"RESPIRATION; GENETICS; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",4/1/2013,2016-03-31,4,"gene expression, protein profiling, transplantation",0,0.0
"Kislinger, Thomas",University Health Network (Toronto),Ontario,Operating Grant,201203MOP,Cancer Progression & Therapeutics,Biomarkers for the detection of aggressive prostate cancers: Application of targeted proteomics to clinically stratified expressed prostatic secretions and urines," $346,847 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,"PROSTATE AND BLADDER CANCER; CANCER; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",10/1/2012,2015-09-30,1,"biomarkers, proteomics, prostate",0,0.0
"Kislinger, Thomas; Boutros, Paul C",University Health Network (Toronto),Ontario,Project Grant,201709PJT,Cancer Progression & Therapeutics,Proteogenomics Panorama of Localized Prostate Cancers," $340,425 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,4/1/2018,2021-03-31,2,"Proteogenomics, Prostate, Cancers",0,0.0
"Kislinger, Thomas; Boutros, Paul C; Liu, Fei-Fei",University Health Network (Toronto),Ontario,Operating Grant,201103MOP,Cancer Progression & Therapeutics 2,A Systematic Proteomic Analysis Strategy for Biomarker Discovery in Head & Neck Cancer," $437,079 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,"CANCER THERAPY GENERAL; BLOOD; CANCER; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",10/1/2011,2014-09-30,1,"Proteomic, Biomarker, Cancer",0,0.0
"Kislinger, Thomas; Medin, Jeffrey A",University Health Network (Toronto),Ontario,Operating Grant,200809MOP,Cancer Progression & Therapeutics,Molecular dynamics of the cell-surface proteome in primary prostate cancer cells: Towards a community resource for therapeutic intervention and biomarker discovery," $383,699 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,"PROSTATE AND BLADDER CANCER THERAPY; GENOMICS, PROTEOMICS, AND BIOINFORMATICS; CANCER",4/1/2009,2012-03-31,2,"molecular dynamics, cell-surface proteome, prostate cancer",0,0.0
"Kizhakkedathu, Jayachandran N",University of British Columbia,British Columbia,Operating Grant,201403MOP,Biomedical Engineering,Novel Cell Surface Engineering Approaches for Cell-based Therapies," $731,651 ", $-   , $-   ,,5 yrs 0 mth ,Circulatory and Respiratory Health,BLOOD,7/1/2014,2019-06-30,4,"Cell surface, Engineering, Therapies",0,0.0
"Kizhakkedathu, Jayachandran N; Choy, Jonathan C",University of British Columbia,British Columbia,Project Grant,202003PJT,Biomedical Engineering,Novel endothelial engineering and localized immunosuppression approaches for the protection of organ transplants," $918,000 ", $-   , $-   ,,5 yrs 0 mth ,Infection and Immunity,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Biomedical Engineering-Regenerative Medicine and Tissue Engineering",10/1/2020,2025-09-30,1,"endothelial, immunosuppression, transplants",0,0.0
"Kizhakkedathu, Jayachandran N; Levy, Isra; Brooks, Donald E; Devine, Dana V",University of British Columbia,British Columbia,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Next Generation Platelet Storage Devices for Safe and Efficient Transfusion," $361,850 ", $-   , $-   ,,3 yrs 0 mth ,Circulatory and Respiratory Health,BLOOD; INFECTIOUS AND PARASITIC; CARDIOVASCULAR,4/1/2020,2023-03-31,1,"Platelet, Storage, Transfusion",0,0.0
"Kobinger, Gary P",Universit� Laval,Quebec,Operating Grant: Optimizing the VSV Vector towards an HIV Vaccine,201702OVV,Optimizing the VSV towards an HIV Vaccine,"Development of a safe, effective and clinically acceptable VSV-based HIV vaccine"," $3,997,503 ", $-   , $-   ,,3 yrs 0 mth ,Infection and Immunity,VIRAL; HEALTH RESEARCH; VIROLOGY,4/1/2017,2020-03-31,5,"VSV, HIV, vaccine",0,0.0
"Kolios, Michael C; Acker, Jason P",Toronto Metropolitan University,Ontario,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Characterization of blood storage lesions using photoacoustic technologies," $242,595 ", $-   , $-   ,,3 yrs 0 mth ,Circulatory and Respiratory Health,BLOOD; ANAEMIAS; BIOPHYSICS,4/1/2014,2017-03-31,3,"blood, photoacoustic, lesions",0,0.0
"Kolios, Michael C; Czarnota, Gregory J",Toronto Metropolitan University,Ontario,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Development of treatment planning platform for ultrasound stimulated microbubble therapy," $416,060 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; BREAST CANCER THERAPY; CANCER; BIOPHYSICS,4/1/2016,2019-03-31,4,"ultrasound, microbubble, therapy",0,0.0
"Kolios, Michael C; Czarnota, Gregory J",Toronto Metropolitan University,Ontario,Operating Grant,200903MOP,Medical Physics & Imaging,Mid to High frequency ultrasound imaging and spectroscopy for cancer treatment monitoring," $427,592 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; MULTIDISCIPLINARY; BIOPHYSICS; IMAGING,10/1/2009,2012-09-30,9,"ultrasound, imaging, spectroscopy",0,0.0
"Kolios, Michael C; Trudeau, Maureen E; Czarnota, Gregory J",Toronto Metropolitan University,Ontario,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Ultrasound Platform for A Priori Therapy Response Prediction," $453,500 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,BREAST CANCER; CANCER THERAPY GENERAL; CANCER; BIOPHYSICS,4/1/2019,2022-03-31,2,"Ultrasound, Therapy Response, Prediction",0,0.0
"Kolios, Michael C; Yuen, Darren A",Toronto Metropolitan University,Ontario,Project Grant,201909PJT,Medical Physics & Imaging,Photoacoustics as a novel kidney fibrosis imaging tool," $803,252 ", $-   , $-   ,,4 yrs 0 mth ,"Nutrition, Metabolism and Diabetes","Biomedical Engineering-Biomedical Imaging; Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation",4/1/2020,2024-03-31,3,"Photoacoustics, kidney fibrosis, imaging",0,0.0
"Labelle, Hubert B","Centre hospitalier universitaire Sainte-Justine (Montr�al, Qu�bec)",Quebec,Operating Grant,200909MOP,Biomedical Engineering,Non Invasive 3D Assessment of the Reducibility of Scoliotic Trunk Deformities for an Effective Surgical Planning," $241,512 ", $-   , $-   ,,3 yrs 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; ARTHRITIS/OSTEOARTHRITIS; MUSCLE, BONE, OR JOINT; IMAGING",4/1/2010,2013-03-31,1,"3D, assessment, scoliosis","Valorisation Hsj, Limited Partnership",1.0
"Labelle, Hubert B","Centre hospitalier universitaire Sainte-Justine (Montr�al, Qu�bec)",Quebec,Operating Grant,201209MOP,Biomedical Engineering,Non Invasive Prediction of Scoliosis Progression," $380,000 ", $-   , $-   ,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; ARTHRITIS/OSTEOARTHRITIS; MUSCLE, BONE, OR JOINT; IMAGING",4/1/2013,2017-03-31,1,"Non Invasive, Prediction, Scoliosis","Valorisation Hsj, Limited Partnership",1.0
"Lagally, Eric T",University of British Columbia,British Columbia,"Catalyst Grant: Invention and High-Risk, High-Benefit Research",200902NHG,"Inventions, Technologies, or High Risk Grants",Integrated Microsystems for Selecting and Screening Novel Molecular Recognition Reagents," $73,000 "," $25,000 ", $-   ,,1 yr 0 mth ,Genetics,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; MULTIPLE DISEASE RELEVANCE; BIOPHYSICS; DRUG RESEARCH,2/1/2009,2010-01-31,1,"microarrays, molecular recognition, screening",0,0.0
"Lam, Wan L",University of British Columbia,British Columbia,Operating Grant,201203MOP,Cancer Progression & Therapeutics,Understanding the mechanisms of lung cancer development in never smokers," $597,109 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,LUNG CANCER; LUNG CANCER THERAPY,10/1/2012,2016-09-30,1,"lung cancer, mechanisms, smokers",0,0.0
"Lane, Pierre",University of British Columbia,British Columbia,Operating Grant,201009MOP,Medical Physics & Imaging,High-Resolution OCT Imaging of Bronchial Epithelium," $266,164 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,LUNG CANCER; NEOPLASMS; CANCER; BIOPHYSICS,4/1/2011,2014-03-31,2,"OCT, Imaging, Bronchial Epithelium",0,0.0
"Lane, Pierre; Lam, Stephen","Simon Fraser University (Burnaby, B.C.)",British Columbia,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Endoscopic optical coherence tomography and autofluorescence imaging for early cancer detection," $314,005 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,LUNG CANCER; NEOPLASMS; IMAGING; CANCER,4/1/2017,2020-03-31,1,"optical coherence tomography, autofluorescence imaging, cancer detection",0,0.0
"Langlois, Marc-Andre",Universit� Laval,Quebec,Catalyst Grant: HIV/AIDS Vaccine Discovery Research (Can HIV Vaccine Initiative),200811CHV,HIV Vaccine Discovery,Promoting innate immunity to HIV infection by vaccine delivery of third generation RNA analogs," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,VIRAL; AIDS; VIROLOGY; MOLECULAR BIOLOGY,3/1/2009,2010-02-28,1,"innate immunity, HIV, RNA analogs",0,0.0
"Lankarany, Milad; Milosevic, Luka",University Health Network (Toronto),Ontario,Project Grant,202303PJT,Biomedical Engineering,Developing a Biologically-realistic Model-based Approach for Generating Deep Brain Stimulation Patterns," $841,500 ", $-   , $-   ,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",Neurosciences-Neurological disorders,10/1/2023,2028-09-30,1,"Deep Brain Stimulation, Model-based, Patterns",0,0.0
"Lapointe, R�jean",Centre hospitalier de l'Universit� de Montr�al (CHUM),Quebec,Vaccines of the 21st Century,200903CVC,Catalyst Grant: Vaccines of the 21st Century,Defining innovating cancer vaccine based on virus-like particles by targeting multiple antigens," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,CANCER THERAPY GENERAL; SKIN AND SUBCUTANEOUS TISSUS; IMMUNOLOGY-TRANSPLANTATION; CANCER,10/1/2009,2010-09-30,2,"cancer vaccine, virus-like particles, antigens",0,0.0
"Lavasanifar, Afsaneh",University of Alberta,Alberta,Operating Grant,201405MOP,Cancer Progression & Therapeutics 2,Nanodelivery Systems for Modulation of Chemotherapy Response in Invasive and Metastatic Breast Cancer," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; CANCER THERAPY GENERAL; CANCER; DRUG RESEARCH,10/1/2014,2015-09-30,1,"Nanodelivery, Chemotherapy, Breast Cancer",0,0.0
"Leblond, Frederic; Boudoux, Caroline; Collins, Donald L; Lesage, Fr�d�ric; Petrecca, Kevin; Wilson, Brian C",Polytechnique Montr�al,Quebec,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Optical guidance for safe and effective brain tumor biopsy," $211,407 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,BRAIN TUMORS (INCL. RETINAL TUMORS); IMAGING; CANCER,4/1/2014,2017-03-31,4,"Optical guidance, brain tumor, biopsy",0,0.0
"Leblond, Frederic; Petrecca, Kevin; Wilson, Brian C",Polytechnique Montr�al,Quebec,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Development and clinical translation of a Raman spectroscopy imaging technique to increase the extent of tumor resection in glioma surgery," $264,929 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,BRAIN TUMORS (INCL. RETINAL TUMORS); CANCER; IMAGING,4/1/2016,2019-03-31,2,"Raman spectroscopy, imaging, glioma",0,0.0
"Lee, J. M; Gough, Kathleen M; Kreplak, Laurent; Veres, Samuel P",Dalhousie University (Nova Scotia),Nova Scotia,Operating Grant,201309MOP,Biomedical Engineering,Mechanical Overload in Tendons Produces Characteristic Nanoscaled Damage to Collagen Fibrils which Activates Cellular Remodelling," $383,948 ", $-   , $-   ,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; ARTHRITIS/OSTEOARTHRITIS; MUSCLE, BONE, OR JOINT; BIOPHYSICS",4/1/2014,2018-03-31,1,"Mechanical overload, collagen fibrils, cellular remodelling",0,0.0
"Lee, Ping I",University of Toronto,Ontario,Operating Grant,201103MOP,Biomedical Engineering,Novel Nitric Oxide Delivery System for Wound Healing," $276,484 ", $-   , $-   ,,3 yrs 0 mth ,"Nutrition, Metabolism and Diabetes",SKIN AND SUBCUTANEOUS TISSUS; INFECTIOUS AND PARASITIC; DRUG RESEARCH; METABOLISM/DIABETES,10/1/2011,2014-09-30,6,"Nitric Oxide, Delivery System, Wound Healing",Xerox Corporation; Midori Anzen Co Ltd,2.0
"Lee, Ting-Yim",London Health Sciences Centre Res. Inc. (Ont.),Ontario,Operating Grant,201103MOP,Medical Physics & Imaging,Quantitative CT Myocardial Perfusion Imaging," $456,711 ", $-   , $-   ,,4 yrs 0 mth ,Circulatory and Respiratory Health,CARDIOLOGY; MYOCARDIAL INFARCTION; IMAGING; CARDIOVASCULAR,10/1/2011,2015-09-30,3,"CT, Myocardial Perfusion, Imaging",London Health Sciences Centre Research Inc.,1.0
"Lee, Warren L; Karshafian, Chris; Kolios, Michael C",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a lung ultrasound therapy system for acute respiratory distress syndrome," $362,865 ", $-   , $-   ,,3 yrs 0 mth ,Circulatory and Respiratory Health,PNEUMONIA; RESPIRATION; BIOPHYSICS,4/1/2018,2021-03-31,2,"lung, ultrasound, respiratory distress",0,0.0
"Lemieux, Joanne M",University of Alberta,Alberta,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,"Optimizing polar, small inhibitors of a viral cysteine protease to identify a lead for an oral COVID-19 treatment"," $585,228 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,VIRAL; VIROLOGY; DRUG RESEARCH,6/1/2020,2021-05-31,3,"polar, inhibitors, cysteine protease",0,0.0
"Leong, Hon Sing","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Project Grant,202203PJT,Cancer Progression & Therapeutics 2,"'Two-Step Authentication' for Optimal Prostate Cancer Risk Determination: An ""Extracellular Vesicle""-Based Liquid Biopsy Followed by Multi-Parametric MRI."," $1,637,100 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,Cancer-Clinical Oncology; Biomedical Engineering-Biomedical Imaging,10/1/2022,2027-09-30,1,"Extracellular Vesicle, Liquid Biopsy, MRI",0,0.0
"Lerouge, Sophie; Ajji, Abdellah; De Crescenzo, Gregory; Merhi, Yahye; Soulez, Gilles; Wertheimer, Michael R",�cole de technologie sup�rieure (Montr�al),Quebec,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Innovative vascular implants based on electrospinning and bioactive coatings," $305,350 ", $-   , $-   ,,3 yrs 0 mth ,Circulatory and Respiratory Health,ATHEROSCLEROSIS; CARDIOLOGY; CARDIOVASCULAR,4/1/2013,2016-03-31,2,"vascular, electrospinning, bioactive",0,0.0
"Lewis, Ian A",University of Calgary,Alberta,Operating Grant: AMR: Point of Care Diagnostics in Human Health Phase 2,201810APC,AMR: Point of Care Diagnostics in Human Health - Phase 2,Reducing the burden of antimicrobial resistance via rapid diagnosis of urinary tract infections," $675,000 ", $-   , $-   ,,3 yrs 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; HEALTH CARE DELIVERY; HEALTH RESEARCH; BIOCHEMISTRY,1/1/2019,2021-12-31,3,"antimicrobial resistance, rapid diagnosis, urinary tract infections",Novartis Ag,1.0
"Lewis, John D",University of Alberta,Alberta,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Vaccines,202005VR1,COVID-19 Rapid Research - Vaccines,Rapid Prototyping and Deployment of a Therapeutic Pan-Coronavirus Fusogenix DNA Vaccine Engineered to Eliminate ADE," $4,175,000 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; VIROLOGY,6/1/2020,2021-05-31,2,"Prototyping, DNA vaccine, Fusogenix","Entos Pharmaceuticals, Inc.; Aegis Life, Inc.",2.0
"Li, Jianyu",McGill University,Quebec,Project Grant,201903PJT,Biomedical Engineering,Mechanically and Biologically Functional Adhesives for Intervertebral Disc Repair and Regeneration," $520,200 ", $-   , $-   ,,4 yrs 0 mth ,Musculoskeletal Health and Arthritis,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Musculoskeletal Health-Bone, Skin and Cartilage Sciences",10/1/2019,2023-09-30,1,"Adhesives, Intervertebral Disc, Regeneration",0,0.0
"Li, Ren-Ke; Sharifpoor, Soror; Sun, Yu",University of Toronto,Ontario,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Rescue Electrical Conduction of Heart Scar Tissue to Diminish Cardiac Arrhythmia," $271,119 ", $-   , $-   ,,3 yrs 0 mth ,Circulatory and Respiratory Health,CARDIOLOGY; MYOCARDIAL INFARCTION; CARDIOVASCULAR; HEALTH RESEARCH,4/1/2018,2021-03-31,3,"Electrical conduction, heart scar tissue, arrhythmia",0,0.0
"Li, Yingfu",McMaster University,Ontario,"Catalyst Grant: Invention and High-Risk, High-Benefit Research",200903NHG,"Inventions, Technologies, or High Risk Grants",Catalytic DNA for protein sensing," $292,815 ", $-   , $-   ,,3 yrs 0 mth ,Genetics,MULTIDISCIPLINARY; BIOCHEMISTRY; CANCER,10/1/2009,2012-09-30,7,"Catalytic DNA, protein sensing","Toyota Tsusho Canada, Inc.; Innovogene Biosciences Inc",2.0
"Li, Yingfu; Brennan, John D",McMaster University,Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Diagnostics,202005VR2,COVID-19 Rapid Research - Diagnostics,A rapid at-home test for SARS-CoV-2," $1,314,083 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; VIRAL; BIOCHEMISTRY; VIROLOGY,6/1/2020,2021-05-31,9,"SARS-CoV-2, rapid test, at-home",0,0.0
"Li, Yingfu; Salena, Bruno J",McMaster University,Ontario,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Paper-based diagnostic device for colorectal cancer detection," $402,900 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,GASTRO-INTESTINAL CANCER; GASTRO-INTESTINAL DISEASE; CANCER; MOLECULAR BIOLOGY,4/1/2017,2020-03-31,2,"paper, diagnostic, colorectal cancer",0,0.0
"Lilge, Lothar",University Health Network (Toronto),Ontario,Operating Grant,200809MOP,Medical Physics & Imaging,Delivery improvements for photodynamic therapy," $451,912 ", $-   , $-   ,,4 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; BRAIN TUMORS THERAPY; BIOPHYSICS; CANCER,4/1/2009,2013-03-31,3,"delivery, photodynamic, therapy","Theralase Technologies, Inc.; Theralase Technologies Inc.",2.0
"Lin, Fa-Hsuan","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Project Grant,202104PJT,Medical Physics & Imaging,Localization of epileptic spike generators using combined EEG and MRI," $863,530 ", $-   , $-   ,,5 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",Biomedical Engineering-Biomedical Imaging; Neurosciences-Neurological disorders,10/1/2021,2026-09-30,1,"epileptic, EEG, MRI",0,0.0
"Lin, Francis; Rigatto, Claudio",University of Manitoba,Manitoba,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Developing Novel Integrated Point-of-Care Systems for Chronic Kidney Disease Biomarkers Measurements," $265,170 ", $-   , $-   ,,3 yrs 0 mth ,Aging,"GENITO/URINARY SYSTEM; DIABETES MELLITUS; RENAL FUNCTION, NEPHROLOGY, UROLOGY; HEALTH RESEARCH",4/1/2014,2017-03-31,3,"Point-of-Care, Biomarkers, Kidney Disease",0,0.0
"Lin, Kuo-Shyan",University of British Columbia,British Columbia,Project Grant,202203PJT,Cancer Biology & Therapeutics 2,Next-generation GRPR-targeting radiopharmaceuticals with improved in vivo stability and minimized pancreas uptake," $523,260 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,"Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",10/1/2022,2025-09-30,4,"GRPR, radiopharmaceuticals, stability",Alpha-9 Oncology Inc.,1.0
"Lin, Sheng-Xiang",Universit� Laval,Quebec,Operating Grant,200903MOP,Cancer Progression & Therapeutics,"Sulfatase and aromatase pathways for estradiol synthesis in human breast cancer cells, tissues and animal models: identifying a combinatory therapy"," $773,023 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,BREAST CANCER THERAPY; CANCER,10/1/2009,2014-09-30,1,"Sulfatase, aromatase, estradiol",0,0.0
"Lipsman, Nir","Sunnybrook Research Institute (Toronto, Ontario)",Ontario,Project Grant - PA: Cancer Research - Breast Cancer,202010PWW,Cancer Biology & Therapeutics 2,A trial to evaluate the safety and feasibility of blood-brain brain opening using MRI-guided focused ultrasound in the treatment of Her2-positive breast cancer brain metastases," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Cancer Research,Cancer-Cancer Progression and Metastasis,3/1/2021,2022-02-28,1,"MRI, focused ultrasound, brain metastases",Insightec Ltd.,1.0
"Liu, Fei-Fei",University Health Network (Toronto),Ontario,Operating Grant,200909MOP,Cancer Biology & Therapeutics,Small Molecule Inhibitors Against a Novel Radio- and Chemo-sensitizing Target for Human Cancers," $422,554 ", $-   , $-   ,,3 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; NEOPLASMS; CANCER,4/1/2010,2013-03-31,3,"Small molecule, Inhibitors, Cancers",0,0.0
"Liu, Jun",University of Toronto,Ontario,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Vaccines,202005VR1,COVID-19 Rapid Research - Vaccines,Development of safe and effective vaccines against COVID-19," $416,483 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; VIRAL; VIROLOGY; IMMUNOLOGY-TRANSPLANTATION,6/1/2020,2021-05-31,2,"vaccines, COVID-19","Stemirna Therapeutics Co., Ltd.",1.0
"Liu, Peter P",Ottawa Heart Institute Research Corporation (Ontario),Ontario,Operating Grant: Industry-partnered Collaborative Research,201509IPR,Industry Partnered Collaborative Research,Developing Novel Therapeutic Targets for Heart Failure," $525,000 ", $-   , $-   ,,5 yrs 0 mth ,Circulatory and Respiratory Health,"STROKE, HEART FAILURE; CARDIOLOGY; CARDIOVASCULAR; AGING",4/1/2016,2021-03-31,13,"Therapeutic targets, Heart failure","Velico Medical, Inc.; F. Hoffmann-La Roche Ag; The Brigham And Women's Hospital, Inc.; The Brigham And Womens Hospital Inc; Roche Diagnostics Operations, Inc.; Ottawa Heart Institute Research Corporation; Google Llc; Transcode Therapeutics, Inc.",8.0
"Liu, Xinyu; Kost, Karen M; Li-Jessen, Yee Key Nicole",University of Toronto,Ontario,Project Grant,201803PJT,Biomedical Engineering,A Paper-based Microfluidic Platform for Automated Point-of-Care Diagnosis of Laryngopharyngeal Reflux," $593,640 ", $-   , $-   ,,4 yrs 0 mth ,Population and Public Health,"Biomedical Engineering-Biophysics, Medical Technologies and Instrumentation",10/1/2018,2022-09-30,1,"Microfluidic, Point-of-Care, Diagnosis",0,0.0
"Lu, Qing-Bin",University of Waterloo (Ontario),Ontario,Operating Grant,200909MOP,Medical Physics & Imaging,Molecular-Mechanism-Based Target Identification and Drug Discovery for Radiotherapy of Cancer," $662,867 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,CANCER THERAPY GENERAL; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; BIOPHYSICS; CANCER,4/1/2010,2015-03-31,3,"molecular, target, radiotherapy",0,0.0
"Lubell, William D; Chemtob, Sylvain",Universit� de Montr�al,Quebec,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Treatment of Age Related Macular Degeneration with CD36 Receptor Modulators," $541,155 ", $-   , $-   ,,3 yrs 0 mth ,Aging,AGING; DISEASES AFFECTING SPEECH/VISION/HEARING; VISION,4/1/2014,2017-03-31,3,"Macular Degeneration, CD36, Receptor",0,0.0
"Lubell, William D; Chemtob, Sylvain",Universit� de Montr�al,Quebec,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Treatment of Preterm Birth with ProstaglandinF2alpha Receptor Modulators," $429,975 ", $-   , $-   ,,3 yrs 0 mth ,Aging,PREGNANCY/BIRTH; AGING; REPRODUCTION/PREGNANCY,4/1/2015,2018-03-31,1,"Preterm Birth, ProstaglandinF2alpha, Receptor Modulators",0,0.0
"Lubell, William D; Chemtob, Sylvain",Universit� de Montr�al,Quebec,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Targeting the interleukin-1 receptor for treating ischemic eye diseases," $375,507 ", $-   , $-   ,,3 yrs 0 mth ,Aging,DISEASES AFFECTING SPEECH/VISION/HEARING; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; AGING; DRUG RESEARCH,4/1/2016,2019-03-31,1,"interleukin-1 receptor, ischemic eye",0,0.0
"Lum, Julian J",University of Victoria (British Columbia),British Columbia,Project Grant,201809PJT,Cancer Biology & Therapeutics,Rewiring the Metabolic Ecosystem to Improve Cellular Immunotherapy," $1,082,475 ", $-   , $-   ,,5 yrs 0 mth ,Cancer Research,"Immunology and Infection-Transplantation, Immune Tolerance and Tumor Immunology; Cancer-Cancer Drug Development and Therapeutics",4/1/2019,2024-03-31,1,"metabolic, ecosystem, immunotherapy",0,0.0
"Luo, Ma",University of Manitoba,Manitoba,Vaccines of the 21st Century,200903CVC,Catalyst Grant: Vaccines of the 21st Century,ATTACKING HIV PROTEASE CLEAVAGE SITES WITH IMMUNIZATION - Explore the rapid mutation rate of HIV-1," $100,000 ", $-   , $-   ,,1 yr 0 mth ,Infection and Immunity,AIDS; VIRAL; VIROLOGY; GENETICS,10/1/2009,2010-09-30,1,"HIV, Protease, Immunization",0,0.0
"Ma, Hongshen",University of British Columbia,British Columbia,Operating Grant - Priority Announcement: Blood Utilization and Conservation,201403BUC,Biomedical Engineering,Microfluidic Devices to Measure the Deformability of Stored Red Blood Cells, $-   , $-   ," $398,301 ",Canadian Blood Services (Ottawa),3 yrs 0 mth ,Circulatory and Respiratory Health,BLOOD; BIOPHYSICS,10/1/2014,2017-09-30,1,"microfluidic, deformability, red blood cells",0,0.0
