Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Menon, Carlo; Lam, Stephen","Simon Fraser University (Burnaby, B.C.)",Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Scanning micro-cantilever based catheter for in vivo imaging,"$358,351",$0,3 yrs 0 mth 
"Menon, Carlo; Martin, Pauline; Eng, Janice J","Simon Fraser University (Burnaby, B.C.)",Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Transformative Ankle Bracelet,"$231,245","$6,500",3 yrs 0 mth 
"Menon, Carlo; Boyd, Lara","Simon Fraser University (Burnaby, B.C.)",Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Restoring normal gait: a disruptive assistive technology,"$251,314",$0,3 yrs 0 mth 
"Menon, Carlo; Boyd, Lara","Simon Fraser University (Burnaby, B.C.)",Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Bimanual wearable robotic orthoses to promote cortical function and recovery from stroke,"$225,500",$0,3 yrs 0 mth 
"Mequanint, Kibret; Battista, Jerry J; Bauman, Glenn S; Jordan, Kevin J",Western University (Ontario),Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Non-diffusing 3D gel dosimeters: A platform technology for dose verification and quality assurance in radiation therapy,"$213,650",$0,3 yrs 0 mth 
"Messaddeq, Younès; De Koninck, Yves; Gosselin, Benoit",Université Laval,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,"Minimally-invasive, wireless, multimodal micro-optrodes for brain sensing","$375,000",$0,3 yrs 0 mth 
"Meunier, Michel; Costantino, Santiago; Sapieha, Przemyslaw (Mike) S",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Nanoplasmonics Enhanced Laser Gene Delivery for Retinal Degenerative Diseases,"$269,000",$0,3 yrs 0 mth 
"Meunier, Michel; Verhaegen, Marc; Cheriet, Farida; Trudel, Dominique",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Improving the reliability of cytology diagnosis with immunoplasmonic multiplex labeling.,"$301,500",$0,3 yrs 0 mth 
"Meunier, Michel; Côté, Christian-Yves; Brunette, Isabelle; Costantino, Santiago; Sapieha, Przemyslaw (Mike) S",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Selective laser-mediated gene therapy for ocular diseases,"$369,433","$4,750",3 yrs 0 mth 
"Mihailidis, Alex; Miller, William C",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,"A Modular Intelligent Power Wheelchair System to Enhance Mobility, Safety and Participation of Users","$286,788",$0,3 yrs 0 mth 
"Miller, Donald W; van Lierop, Johan",University of Manitoba,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Development of Magnetic Nanoparticles to Breakthrough the Blood-Brain Barrier,"$440,666",$0,3 yrs 0 mth 
"Miller, Donald W; Maula Bux, Rashid A; Klonisch, Thomas; Lakowski, Ted M",University of Manitoba,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Development and clinical assessment of novel biomarker drugs targeting SSAT1 for detection and therapeutic monitoring of glioblastoma,"$405,529","$5,232",3 yrs 0 mth 
"Minchinton, Andrew I; Bacha, Jeffrey; Perrin, David M",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Hypoxia-selective inhibitors of DNA repair,"$259,381",$0,3 yrs 0 mth 
"Mongrain, Rosaire",McGill University,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a Biomechanical Model of the Aorta to Support Medical Decision and Prosthetic Design,"$209,250",$0,3 yrs 0 mth 
"Moriarty, Tara J; Simmons, Craig A",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Screening technologies for identification of bacterial vascular dissemination inhibitors and testing of novel antibiotic-complementing therapeutic molecules,"$313,633",$0,3 yrs 0 mth 
"Morshead, Cindi M; Ahlfors, Jan-Eric; Shoichet, Molly S",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Engineering healing: Combinatorial strategies to promote repair of the stroke injured brain,"$551,700",$0,3 yrs 0 mth 
"Mostafavi, Mir Abolfazl; Edwards, Geoffreyjen; Hubert, Frédéric; Noreau, Luc; Routhier, François; Vincent, Claude",Université Laval,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a mobile multimodal assistive technology for the navigation of persons with disabilities in urban area,"$229,983",$0,3 yrs 0 mth 
"Mousavi, Parvin; Fenster, Aaron; Romagnoli, Cesare","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,RF Time Series Flashlight for Targeted Prostate Biopsy,"$126,440",$0,3 yrs 0 mth 
"Mousavi, Parvin; Zahiri Azar, Reza; Engel, Cecil J; Fichtinger, Gabor","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,An integrated spectroscopy-ultrasound surgical navigation system for residual cancer detection in breast surgery.,"$188,350","$10,000",3 yrs 0 mth 
"Mubareka, Samira; Savory, Eric",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Characterization and mitigation of experimental and natural viral bioaerosols,"$241,032",$0,3 yrs 0 mth 
"Musselman, Kristin E; Alizadeh-Meghrazi, Milad; Masani, Kei",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,"Development and validation of a clinically feasible, novel therapy for improving standing balance and reducing falls","$297,385","$4,064",3 yrs 0 mth 
"Nabi, Ivan R; Arbuckle, John; Hamarneh, Ghassan; Hanrahan, John W; Wiseman, Paul W",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Super-resolution microscopy network analysis: Drug target validation for cystic fibrosis,"$390,330","$18,000",3 yrs 0 mth 
"Nadeau, Jay Louise",McGill University,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Self-illuminating nanoparticles for melanoma therapy,"$200,625",$0,3 yrs 0 mth 
"Nair, Parameswaran K; Brennan, John D",McMaster University,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,The development of an eosinophil-specific bioactive paper detection system,"$300,000",$0,3 yrs 0 mth 
"Narod, Steven A",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,The physiological impact of postmenopausal oophorectomy on hormone levels in women with BRCA1 mutation,"$412,769",$0,3 yrs 0 mth 
"Nguan, Christopher; Rohling, Robert N; Salcudean, Septimiu E",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Development of an Ultrasound based Elastography System for Renal Transplantation,"$194,000",$0,3 yrs 0 mth 
"Nguyen, Dang K; Benard, Frederic; Gagnon, Marie-Pierre; Gosselin, Benoit; Laviolette, François; MERVEILLE, NICOLAS; Sawan, Mohamad",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,A multimodal seizure detection artificial intelligence-based smart wear,"$435,407","$45,186",3 yrs 0 mth 
"Nobes, David S; Freed, Darren H; Sutendra, Gopinath",University of Alberta,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Optimization of an ex vivo heart perfusion device for pre-transplant preservation and evaluation of donor hearts,"$387,264","$69,700",3 yrs 0 mth 
"Orvig, Christopher E; Benard, Francois; Schaffer, Paul",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Theranostic Vectors to Treat Cancer with Radiometals,"$359,446",$0,3 yrs 0 mth 
"Orvig, Christopher E",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Development and potential mechanisms in bifunctional lanthanide compound enhancement of deteriorating bone structures,"$245,410",$0,3 yrs 0 mth 
"Osornio Vargas, Alvaro R; Zaiane, Osmar R",University of Alberta,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Spatial data mining exploring co-location of adverse birth outcomes and environmental variables,"$400,929",$0,3 yrs 0 mth 
"Overall, Christopher M; Kizhakkedathu, Jayachandran N",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Polymers for Proteomic Enrichment of Early Cancer Biomarkers,"$452,322",$0,3 yrs 0 mth 
"Palmer, Michael",University of Waterloo (Ontario),Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Novel daptomycin-derived lipopeptide antibiotics for overcoming resistance in gram-positive bacteria,"$210,014",$0,3 yrs 0 mth 
"Pasini, Damiano; Tanzer, Michael",McGill University,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a mechanically biomcompatible hip replacement implant with Ti-6Al-4V open-cell microlattice architecture,"$237,998",$0,3 yrs 0 mth 
"Patel, Rajnikant V",Western University (Ontario),Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,A novel platform for minimally invasive tumor localization and treatment,"$172,662",$0,3 yrs 0 mth 
"Patel, Rajnikant V; Mihailidis, Alex; Polouchine, Ilia; Tavakoli, Mahdi; Teasell, Robert W",Western University (Ontario),Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Novel Haptics-Enabled Robotic Systems for Rehabilitation Therapy,"$273,395",$0,3 yrs 0 mth 
"Patterson, Kara K; Grahn, Jessica",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,The relationship of temporal gait asymmetry and rhythm perception and production,"$225,096",$0,3 yrs 0 mth 
"Pawliszyn, Janusz B; Cypel, Marcelo",University of Waterloo (Ontario),Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Supervised in vivo lung perfusion strategy for treatment of cancer metastases to the lungs. Real time monitoring of chemotherapy by on-site analytical platform,"$431,583",$0,3 yrs 0 mth 
"Pelletier, Joelle N; Masson, Jean-Francois",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Clinical evaluation of surface-plasmon resonance and nanoparticle-based fluorescent detection of serum biomarkers,"$328,059",$0,3 yrs 0 mth 
"Petel, Oren; Hoshizaki, Thomas B",Carleton University (Ottawa),Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,The development of a next-generation polymeric headform surrogate for concussion and helmet evaluation,"$298,928",$0,3 yrs 0 mth 
"Phani, Srikantha A; Hsiang, York; Kizhakkedathu, Jayachandran N; Takahata, Kenichi",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Universal Smart Guided-Catheter Systems Based on Novel Shape Memory Polymer Brush Actuators for Minimally Invasive Vascular Surgery,"$313,100",$0,3 yrs 0 mth 
"Philpott, Dana J; Tompkins, Thomas A; Mahadevan, Radhakrishnan",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Synthetic biology approaches to design living medicines to improve intestinal and metabolic health.,"$450,330",$0,3 yrs 0 mth 
"Pichora, David R","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,"Advanced real-time 3D imaging, planning and navigation of fracture surgery","$185,985",$0,3 yrs 0 mth 
"Pillai Riddell, Rebecca Rita E; Shah, Vibhuti; Wang, Steven X","York University (Toronto, Ontario)",Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Rebooting Infant Pain Assessment: Using Machine Learning to Exponentially Improve Neonatal Intensive Care Unit Practice.,"$856,779","$85,000",3 yrs 0 mth 
"Piret, James M; Blades, Michael W; Kieffer, Timothy J; Turner, Robin F",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Raman Spectroscopy Analysis to Improve the Validation of Cell Therapy Manufacturing Processes,"$233,800",$0,3 yrs 0 mth 
"Piret, James M; Roy, Denis-Claude; Gopaluni, Bhushan; Levings, Megan K",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Bioprocess Engineering for Therapeutic T-cell Manufacturing,"$306,802",$0,3 yrs 0 mth 
"Polyzois, Dimos",University of Manitoba,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a protocol for the renewal of housing to improve the health of First Nations residents,"$237,525",$0,3 yrs 0 mth 
"Poon, Joyce; Genov, Roman; Lozano, Andres M",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Wireless neurophotonic probes for the interrogation of neurons in memory circuits,"$349,500",$0,3 yrs 0 mth 
"Pouliot, Roxane",Université Laval,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Analyses de polyphénols issus d'écorces d'essences canadiennes pour le traitement du psoriasis,"$225,750",$0,3 yrs 0 mth 
"Prévost, Michèle; Brunet, Fabrice; Deziel, Eric; Quach-Thanh, Caroline",Polytechnique Montréal,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Re-engineering of the hospital sink environment to reduce transmission of multi-drug resistant opportunistic pathogens,"$306,167","$6,949",3 yrs 0 mth 
"Prisman, Eitan; DURHAM, JAMES S; Fels, Sidney S; Hodgson, Antony J",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Intraoperative Surgical Tools for Advanced Reconstruction Workflow to Optimize Outcomes of Head and Neck Cancer Treatment,"$360,914","$33,363",3 yrs 0 mth 
"Proulx, Stéphanie",Université Laval,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Thérapie tissulaire de la cornée: utilisation d'un élastomère thermoplastique pour la bioingénierie du stroma cornéen,"$239,210",$0,3 yrs 0 mth 
"Purdie, Thomas G; Jurisica, Igor",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Improving Quality and Patient Safety in Radiation Therapy by Integrating Multi-Disciplinary Criteria into an Artificial Intelligence System,"$325,530",$0,3 yrs 0 mth 
"Purdie, Thomas G; Chan, Timothy; Ward, Aaron",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Advancing Personalized Cancer Care with an Automated Radiomics-Based Radiation Therapy Method,"$276,283",$0,3 yrs 0 mth 
"Quinn, Thomas M",McGill University,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,New technologies and methods for growth of artificial cartilage and skin,"$223,500",$0,3 yrs 0 mth 
"Radisic, Milica; Nanthakumar, Kumaraswamy",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Platform technology for maturation of human stem cell derived cardiomyocytes and cardiotoxicity screening,"$149,788",$0,3 yrs 0 mth 
"Radisic, Milica",University of Toronto,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Tissue engineered patches for the repair of cardiovascular congenital malformations,"$222,381",$0,3 yrs 0 mth 
"Raha, Sandeep; Ewart, Thomas; Selvaganapathy, Ponnambalam R",McMaster University,Collaborative Health Research Projects (NSERC partnered),201711CPG,Collaborative Health Research Projects - NSERC Partnered,Placenta on a chip: A humanized platform for testing of pharmaceuticals and environmental chemicals,"$281,306","$12,500",3 yrs 0 mth 
"Rancourt, Derrick E; Kallos, Michael S",University of Calgary,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Derivation and Culture of Naïve Pluripotent Stem Cells in Stirred Suspension Bioreactors,"$351,690",$0,3 yrs 0 mth 
"Razak, Fahad; Greenberg, Anna; Chan, Timothy; Chignell, Mark H; Fidler, Sanja; Ghassemi, Marzyeh; Sheehan, Kathleen; Siddiqi, Arjumand; Verma, Amol",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201810CPG,Collaborative Health Research Projects - NSERC Partnered,Using artificial intelligence to identify and predict delirium among hospitalized medical patients,"$426,104","$17,500",3 yrs 0 mth 
"Reisner, Walter W; Hilke, Michael; Riazalhosseini, Yasser; Sladek, Robert G",McGill University,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Nanofluidic Wet-Cell for Genomic Analysis of Single Circulating Tumor Cells via Electron Microscopy,"$358,467",$0,3 yrs 0 mth 
"Reisner, Walter W; Ao, Asangla; Leslie, Sabrina R; Sladek, Robert G",McGill University,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Nanoconfinement Based Single-Cell Cytogenetic Platform for Pre-/Post-Implantation Genetic Diagnosis,"$219,185",$0,3 yrs 0 mth 
"Reznik, Alla","Lakehead University (Thunder Bay, Ontario)",Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Practical implementation of real-time low-dose x-ray imaging,"$249,000",$0,3 yrs 0 mth 
"Ringuette, Maurice J",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Development of SPARC mimetic peptides for targeting peritoneal metastasis of epithelial ovarian cancer,"$230,549",$0,3 yrs 0 mth 
"Rohling, Robert N; Pugash, Denise",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Quantitative ultrasound for detecting abnormalities of the placenta,"$240,861",$0,3 yrs 0 mth 
"Rousseau, Guy",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Intervention innovatrice complémentaire à l'angioplastie pour réduire la taille de l'infarctus du myocarde,"$247,250",$0,3 yrs 0 mth 
"Rudzicz, Frank; Hirst, Graeme; Jokel, Regina",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Automatic remote screening of speech features associated with Alzheimer's disease,"$220,133",$0,3 yrs 0 mth 
"Salcudean, Septimiu E",University of British Columbia,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Image guidance for radical prostatectomy,"$147,584",$0,3 yrs 0 mth 
"Santamaria, Pere",University of Calgary,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,"Immunoregulatory nanovaccines: Optimization of physical, chemical, pharmacokinetic and immunological properties for bench-to-bedside translation","$289,740",$0,3 yrs 0 mth 
"Santerre, Paul; Bendeck, Michelle P",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Degradable Cardiac Patch with Immuno-modulatory function,"$273,483",$0,3 yrs 0 mth 
"Santerre, Paul; Whyne, Cari M",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Novel adhesive polymeric membranes for binding degradable composite materials to bone in craniomaxillofacial repair,"$260,200",$0,3 yrs 0 mth 
"Sarunic, Marinko V; Molday, Robert S","Simon Fraser University (Burnaby, B.C.)",Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Optical imaging of retinal structure and function with cellular resolution,"$307,750",$0,3 yrs 0 mth 
"Schmidt, Tannin A",University of Calgary,Collaborative Health Research Projects (NSERC partnered),201110CPG,Collaborative Health Research Projects - NSERC Partnered,Biointerface science:  proteoglycan 4 (PRG4) with and without hyaluronic acid as a novel ocular surface boundary lubricant & contact lens coating,"$184,000",$0,3 yrs 0 mth 
"Schreiner, L. John; Falkson, Conrad B; Fichtinger, Gabor; Mcauley, Kim B","Queen's University (Kingston, Ontario)",Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Gel dosimetry for brachytherapy dose delivery validation,"$157,870",$0,3 yrs 0 mth 
"Schriemer, David C",University of Calgary,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Next Generation Anti-mitotics for Treatment-Refractory Cancer,"$233,500",$0,3 yrs 0 mth 
"Scollie, Susan D; Purcell, David W",Western University (Ontario),Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Rapid measures of speech-evoked brainstem activity in infants who have hearing loss: Assessing hearing aid benefit for speech sounds.,"$164,423",$0,3 yrs 0 mth 
"Sefton, Michael V; Cattral, Mark S",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201510CPG,Collaborative Health Research Projects - NSERC Partnered,Vascularized regenerative biomaterials for medical devices and cell therapy,"$235,413",$0,3 yrs 0 mth 
"Selvaganapathy, Ponnambalam R",McMaster University,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Microfluidic high-throughput screening device for C. elegans movement based assays,"$220,250",$0,3 yrs 0 mth 
"Sheardown, Heather D",McMaster University,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Silicone hydrogel contact lens based delivery system for glaucoma treatment,"$102,000",$0,3 yrs 0 mth 
"Shin, Jumi; Chan, Warren C; Penn, Linda Z",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,Nanoparticle-based anti-Myc cancer therapeutics,"$448,040",$0,3 yrs 0 mth 
"Shin, Jumi",University of Toronto,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Minimalist Hybrid Proteins:  A Novel Platform for Cancer Drug Discovery,"$378,000",$0,3 yrs 0 mth 
"Shmuel, Amir",McGill University,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Modeling and validating the effect of transcranial magnetic stimulation on cortical excitability: implications for post-stroke recovery and depression,"$224,792",$0,3 yrs 0 mth 
"Shoichet, Molly S; Petrecca, Kevin",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Brain Cancer Treatment: innovations in delivery of stable siRNAs and chemotherapeutics,"$504,350",$0,3 yrs 0 mth 
"Shoichet, Molly S; Muthuswamy, Senthil K",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,Design of a high content personalized medicine screening tool for the treatment of cancer,"$479,799",$0,3 yrs 0 mth 
"Shoichet, Molly S",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Bioengineered cell delivery system,"$344,130",$0,3 yrs 0 mth 
"Simmons, Craig A; Lye, Stephen J; Santerre, Paul",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Biomaterial substrates for xeno- and feeder layer-free culture of human pluripotent stem cells,"$316,195",$0,3 yrs 0 mth 
"Simmons, Craig A",University of Toronto,Collaborative Health Research Projects (NSERC partnered),200910CPG,Collaborative Health Research Projects - NSERC Partnered,Microfluidic drug screening in complex vascular microenvironments,"$232,628",$0,3 yrs 0 mth 
"Simmons, Craig A; Caldarone, Christopher A; Santerre, Paul",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Engineering Pulmonary Valve Tissue for Pediatric Patients with Tetralogy of Fallot,"$386,873",$0,3 yrs 0 mth 
"Simmons, Craig A; Billia, Filio; Kolios, Michael C",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Development of a physiological cardiac microtissue platform for drug development,"$426,720",$0,3 yrs 0 mth 
"Sinton, David A",University of Victoria (British Columbia),Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,High-throughput sperm motility assay and automated selection for clinical in vitro fertilization,"$244,500",$0,3 yrs 0 mth 
"Sinton, David A; Jarvi, Keith A",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,"Sperm Olympics: Selecting 1 in 100,000 for Intracytoplasmic Sperm Injection","$272,390",$0,3 yrs 0 mth 
"Sirois, Caroline; Émond, Valérie; Durand, Audrey; Khoury, Richard",Université Laval,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle,"$578,606","$25,200",3 yrs 0 mth 
"Sivaloganathan, Sivabal",University of Waterloo (Ontario),Collaborative Health Research Projects (NSERC partnered),201010CPG,Collaborative Health Research Projects - NSERC Partnered,Effective estimation of second cancer risks and resultant possible improvements of treatment protocols,"$234,409",$0,3 yrs 0 mth 
"Sleiman, Hanadi; Panasci, Lawrence C",McGill University,Collaborative Health Research Projects (NSERC partnered),201210CPG,Collaborative Health Research Projects - NSERC Partnered,DNA Cages as a Platform for Efficient and Selective Delivery of Therapeutics into Tumor Cells,"$400,000",$0,3 yrs 0 mth 
"Smargiassi, Audrey; Eluru, Naveen; Hatzopoulou, Marianne; Morency, Catherine; Morency, Patrick",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Quantification of health risks and benefits of future transportation plans,"$200,000",$0,3 yrs 0 mth 
"Sone, Eli D; Ganss, Bernhard; McCulloch, Christopher A",University of Toronto,Collaborative Health Research Projects (NSERC partnered),201310CPG,Collaborative Health Research Projects - NSERC Partnered,A novel mineralization-inducing membrane for promoting periodontal attachment,"$276,081",$0,3 yrs 0 mth 
"Soulez, Gilles; McGrath, Darach; Lerouge, Sophie",Université de Montréal,Collaborative Health Research Projects (NSERC partnered),201910CPG,Collaborative Health Research Projects - NSERC Partnered,Optimization and preclinical testing of a sclerosing and embolizing gel for embolization of varicose veins,"$278,520","$3,500",3 yrs 0 mth 
"Stanford, William L; Ito, Caryn; Jolicoeur, Mario",University of Ottawa,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,An Integrated Systems Biology Approach to Developing Mesenchymal Stem/Stromal Cell-derived Cellular Therapeutics,"$375,384",$0,3 yrs 0 mth 
"Steele, Russell J; Shrier, Ian",McGill University,Collaborative Health Research Projects (NSERC partnered),201410CPG,Collaborative Health Research Projects - NSERC Partnered,Causal Modeling of Recurrent Injury Data,"$181,250",$0,3 yrs 0 mth 
