Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Primary_Institute,Research_Categories,Funding_Start,Funding_End,normalized_Project_Title
"Pinto, Mario","Simon Fraser University (Burnaby, B.C.)",Proof of Principle Program - Phase I,200810PPP,Proof of Principle,An Enzyme Inhibitor for Treating Type-2 Diabetes,"$150,000",$0,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",DIABETES MELLITUS; METABOLISM AND NUTRITION; METABOLISM/DIABETES; BIOCHEMISTRY,2009-01-01,2009-12-31,an enzyme inhibitor for treating type2 diabetes
"Sibille, Etienne",Centre for Addiction and Mental Health (Toronto),Project Grant,201803PJT,Commercialization,Novel therapeutic targeting for cognitive deficits in depression and aging,"$550,800",$0,3 yrs 0 mth ,"Neurosciences, Mental Health and Addiction",Mental Health and Behavioural Conditions-Mental Health and Addiction; Aging-Aging Process and Biological Determinants of Aging,2018-10-01,2021-09-30,novel therapeutic targeting for cognitive deficits in depression and aging
"Schweizer, Frank",University of Manitoba,Project Grant - Priority Announcement: Infection and Immunity + Project Grant,201909PJ4 + 202003PJT,Commercialization,Rescuing beta-lactam antibiotic/beta-lactamase inhibitor combinations from resistance against multidrug-resistant Gram-negative pathogens,"$754,075",$0,5 yr 0 mth  ,Infection and Immunity,"Immunology and Infection-Antimicrobial Drug Resistance, Drug Discovery and Therapeutics (including vaccines)",2020-03-01,2021-02-28,rescuing betalactam antibioticbetalactamase inhibitor combinations from resistance against multidrugresistant gramnegative pathogens
"Doschak, Michael R",University of Alberta,Proof of Principle Program Phase I - Drug Development,201003PDD,Proof of Principle,Bisphosphonate-conjugated Calcitonin,"$117,929",$0,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; MUSCULO SKELETAL; DRUG RESEARCH; MUSCLE, BONE, OR JOINT",2010-10-01,2011-09-30,bisphosphonateconjugated calcitonin
"Diallo, Jean-Simon",Ottawa Hospital Research Institute,Proof of Principle Program - Phase II,201402PP2,Proof of Principle,Evaluation of viral sensitizer technology in improving egg-based influenza vaccine manufacturing processes,"$222,143","$77,857",1 yr 0 mth ,Infection and Immunity,VIRAL; NONE OF THE ABOVE; VIROLOGY; BIOCHEMISTRY,2014-10-01,2015-09-30,evaluation of viral sensitizer technology in improving eggbased influenza vaccine manufacturing processes
"C.-Gaudreault, Rene",Universite Laval,Project Grant,201709PJT,Commercialization,Validation of Highly Potent Substituted Phenyl Alkylureas as Antipsoriatic Agents,"$497,250",$0,3 yrs 0 mth ,Cancer Research,"Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Action, Toxicology and Metabolism; Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery",2018-04-01,2021-03-31,validation of highly potent substituted phenyl alkylureas as antipsoriatic agents
"Burns, David H",McGill University,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Smart Ultrasonic Hydrogel Sensors for Point of Care Analysis,"$150,000",$0,1 yr 0 mth ,Circulatory and Respiratory Health,,2009-01-01,2009-12-31,smart ultrasonic hydrogel sensors for point of care analysis
"Fraser, Paul E",University of Toronto,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Amyloid-Based Therapies for Type 2 Diabetes,"$150,000",$0,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",DIABETES MELLITUS; METABOLISM AND NUTRITION; METABOLISM/DIABETES; BIOCHEMISTRY,2009-01-01,2009-12-31,amyloidbased therapies for type 2 diabetes
"Weaver, Donald F",University Health Network (Toronto),Project Grant,201709PJT,Commercialization,"Design and Development of Brain Permeant Indoleamine-2,3-Dioxygenase Inhibitors","$765,000",$0,4 yrs 0 mth ,"Neurosciences, Mental Health and Addiction","Pharmacological, Toxicological and Pharmaceutical Sciences-Drug Discovery, Design and Delivery; Neurosciences-Neurological disorders",2018-04-01,2022-03-31,design and development of brain permeant indoleamine23dioxygenase inhibitors
"Lerouge, Sophie",ecole de technologie superieure (Montreal),Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Injectable thermosensitive hydrogel as delivery vehicle of lymphocytes for cancer immunotherapy,"$141,000",$0,1 yr 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CANCER,2016-04-01,2017-03-31,injectable thermosensitive hydrogel as delivery vehicle of lymphocytes for cancer immunotherapy
"Kumar, Rakesh",University of Alberta,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Development of novel chemotherapeutics for tuberculosis,"$159,850",$0,1 yr 0 mth ,Infection and Immunity,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; INFECTIOUS AND PARASITIC; DRUG RESEARCH; BACTERIOLOGY,2014-04-01,2015-03-31,development of novel chemotherapeutics for tuberculosis
"Hysi, Eno",Unity Health Toronto,Project Grant,202403PJT,Commercialization,Commercialization of H-scan: a new tool for imaging kidney fibrosis,"$726,750",$0,3 yrs 0 mth ,"Nutrition, Metabolism and Diabetes","Commercialization-Intellectual Property; Biomedical Engineering-Biomedical Imaging; Digestive, Endocrine and Excretory Systems-Nephrology and Urology",2024-10-01,2027-09-30,commercialization of hscan a new tool for imaging kidney fibrosis
"Tremblay, Jacques P",Universite Laval,Proof of Principle Program - Phase I,201209PPP,Proof of Principle,Development of a treatment for Friedreich ataxia based on the administration of TALE proteins targeting the frataxin promoter.,"$160,000",$0,1 yr 0 mth ,Genetics,CONGENITAL ANOMALIES; MOLECULAR BIOLOGY,2013-04-01,2014-03-31,development of a treatment for friedreich ataxia based on the administration of tale proteins targeting the frataxin promoter
"Kushki, Azadeh",Holland Bloorview Kids Rehabilitation Hospital (Toronto),Project Grant,202003PJT,Commercialization,A wearable technology approach to managing challenging behaviours in children with autism spectrum disorder (ASD),"$485,774",$0,3 yrs 0 mth ,"Human Development, Child and Youth Health",Commercialization-Technology Transfer,2020-10-01,2023-09-30,a wearable technology approach to managing challenging behaviours in children with autism spectrum disorder asd
"Huntsman, David G",University of British Columbia,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,A Diagnostic Test for Granulosa Cell Tumours of the Ovary,"$150,000",$0,1 yr 0 mth ,Cancer Research,CANCER,2010-04-01,2011-03-31,a diagnostic test for granulosa cell tumours of the ovary
"Boyd, Daniel",Dalhousie University (Nova Scotia),Proof of Principle Program - Phase I,201202PPP,Proof of Principle,Commercialization of a Radiopaque Spherical Embolic Agent.,"$159,097",$0,1 yr 0 mth ,"Human Development, Child and Youth Health",NOT CLASSIFIED,2012-10-01,2013-09-30,commercialization of a radiopaque spherical embolic agent
"Schimmer, Aaron D",University Health Network (Toronto),Proof of Principle Program - Phase I,201009PPP,Proof of Principle,Repositioning tigecycline for the treatment of leukemia,"$156,750",$0,1 yr 0 mth ,Cancer Research,LEUKAEMIAS; CANCER THERAPY GENERAL; CANCER; CELL BIOLOGY,2011-04-01,2012-03-31,repositioning tigecycline for the treatment of leukemia
"Petkovich, Martin","Queen's University (Kingston, Ontario)",Proof of Principle Program - Phase I,201109PPP,Proof of Principle,Blocking RA Metabolism: A safer approach to retinoid therapy in skin disease,"$135,557",$0,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",SKIN AND SUBCUTANEOUS TISSUS; METABOLISM AND NUTRITION; DRUG RESEARCH; BIOCHEMISTRY,2012-04-01,2013-03-31,blocking ra metabolism a safer approach to retinoid therapy in skin disease
"Martin, Ruth E",Western University (Ontario),Proof of Principle Program - Phase II,200904PP2,Proof of Principle,"Swallowing Air-Pulse Therapy (SWAPT): Design Specification, Testing, Regulatory Approval, and Pre-launch Market Analysis","$250,000",$0,1 yr 0 mth ,Aging,"STROKE, HEART FAILURE; MUSCULO SKELETAL; AGING; DENTAL SCIENCE - Oral Biology",2009-07-01,2010-06-30,swallowing airpulse therapy swapt design specification testing regulatory approval and prelaunch market analysis
"Wu, Xiao Yu S",University of Toronto,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Preclinical evaluation of multifunctional polymer nanoparticles for targeted brain cancer therapy,"$160,000",$0,1 yr 0 mth ,Cancer Research,BRAIN TUMORS THERAPY; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; CANCER,2014-04-01,2015-03-31,preclinical evaluation of multifunctional polymer nanoparticles for targeted brain cancer therapy
"Roberge, Michel",University of British Columbia,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Evaluation of the anticancer activity of a new autophagy-inhibitory drug,"$142,989",$0,1 yr 0 mth ,Cancer Research,BREAST CANCER THERAPY; LUNG CANCER THERAPY; CANCER; BIOCHEMISTRY,2010-04-01,2011-03-31,evaluation of the anticancer activity of a new autophagyinhibitory drug
"Kelley, Shana O",University of Toronto,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Clinical validation of low-cost ultrasensitive electronic molecular  diagnostics,"$150,000",$0,1 yr 0 mth ,Genetics,MULTIPLE DISEASE RELEVANCE; GENETICS,2009-01-01,2009-12-31,clinical validation of lowcost ultrasensitive electronic molecular diagnostics
"Kotra, Lakshmi P",University Health Network (Toronto),Proof of Principle Program - Phase I,201402PPP,Proof of Principle,In vivo efficacy studies on KP-218 as a potential MS therapeutic agent,"$160,000",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MULTIPLE SCLEROSIS; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS,2014-10-01,2015-09-30,in vivo efficacy studies on kp218 as a potential ms therapeutic agent
"Steinberg, Gregory R",McMaster University,Proof of Principle Program - Phase I,201402PPP,Proof of Principle,Development of a new therapy targeting adipose tissue metabolism for the treatment of obesity,"$160,000",$0,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",OBESITY; ENDOCRINOLOGY; METABOLISM/DIABETES,2014-10-01,2015-09-30,development of a new therapy targeting adipose tissue metabolism for the treatment of obesity
"Verma, Subodh S",Unity Health Toronto,Proof of Principle Program - Phase I,200904PPP,Proof of Principle,Evaluation of BRCA1 as a Novel Therapeutic Strategy for Endothelial Dysfunction and Atherosclerosis,"$149,998",$0,1 yr 0 mth ,Circulatory and Respiratory Health,ATHEROSCLEROSIS; CARDIOVASCULAR,2009-07-01,2010-06-30,evaluation of brca1 as a novel therapeutic strategy for endothelial dysfunction and atherosclerosis
"Schweizer, Frank",University of Manitoba,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Preclinical evaluation of antimicrobial ultrashort aminoglycoside- peptide conjugates,"$150,000",$0,1 yr 0 mth ,Infection and Immunity,INFECTIOUS AND PARASITIC; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; DRUG RESEARCH; HEALTH RESEARCH,2009-01-01,2009-12-31,preclinical evaluation of antimicrobial ultrashort aminoglycoside peptide conjugates
"Li, Shyh-Dar","Ontario Institute for Cancer Research (Toronto, Ontario)",Proof of Principle Program - Phase I,201302PPP,Proof of Principle,Heat-triggered Chemotherapy to Treat Refractory Breast Cancer at the Chest Wall,"$160,000",$0,1 yr 0 mth ,Cancer Research,DRUG RESEARCH; CANCER,2013-10-01,2014-09-30,heattriggered chemotherapy to treat refractory breast cancer at the chest wall
"Saragovi, Horacio U",CIUSSS de Centre-Ouest-de-l'Ile-de-Montreal-Jewish General,Proof of Principle Program - Phase II,200910PP2,Proof of Principle,Neuroprotection Rescue Strategies for Retinal Degeneration Diseases,"$250,000",$0,1 yr 0 mth ,Aging,DISEASES AFFECTING SPEECH/VISION/HEARING; AGING; VISION,2010-04-01,2011-03-31,neuroprotection rescue strategies for retinal degeneration diseases
"Beg, Mirza Faisal","Simon Fraser University (Burnaby, B.C.)",Project Grant - Priority Announcement: Cancer Research,202209PJS,Commercialization,Novel end-to-end platform for extraction of body composition measurements from CT images for research and integration into clinical workflows for precision medicine,"$100,000",$0,1 yr 0 mth ,Cancer Research,Biomedical Engineering-Biomedical Imaging; Artificial Intelligence-Machine Learning; Commercialization-Industry Research & Development,2023-03-01,2024-02-29,novel endtoend platform for extraction of body composition measurements from ct images for research and integration into clinical workflows for precision medicine
"Mcalpine, Jessica N",University of British Columbia,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,PROMISE: A Proactive Molecular-Based Classification Tool to Improve Endometrial Cancer Management,"$160,000",$0,1 yr 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CANCER,2016-04-01,2017-03-31,promise a proactive molecularbased classification tool to improve endometrial cancer management
"Reynolds, Steven C","Fraser Health Authority (Surrey, BC)",Proof of Principle Program - Phase I,201209PPP,Proof of Principle,Phase 1 Trial of a novel transvenous phrenic nerve pacer for diaphragm activation in mechanically ventilated critically ill patients.,"$158,464","$1,536",1 yr 0 mth ,Circulatory and Respiratory Health,RESPIRATION; HEALTH RESEARCH,2013-04-01,2014-03-31,phase 1 trial of a novel transvenous phrenic nerve pacer for diaphragm activation in mechanically ventilated critically ill patients
"Shoichet, Molly S",University of Toronto,Proof of Principle Program - Phase I,201003PPP,Proof of Principle,Commercial Development of Bioengineered Therapeutic Strategy for Spinal Cord Injury,"$159,996",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",SPINAL CORD DISEASE; NERVOUS SYSTEM,2010-10-01,2011-09-30,commercial development of bioengineered therapeutic strategy for spinal cord injury
"Hancock, Robert Ernest W",University of British Columbia,Proof of Principle Program Phase I - Drug Development,201102PDD,Proof of Principle,Novel anti-inflammatory treatment for Amyotrophic Lateral Sclerosis,"$160,000",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; AMYOTROPHIC LATERAL SCLEROSIS (ALS); DRUG RESEARCH; NERVOUS SYSTEM,2011-10-01,2012-09-30,novel antiinflammatory treatment for amyotrophic lateral sclerosis
"Prentki, Marc",Centre hospitalier de l'Universite de Montreal (CHUM),Proof of Principle Program - Phase I,201102PPP,Proof of Principle,Validation of a glycerolipid/ free fatty acid cycling enzyme as a novel therapeutic target for type-2 diabetes,"$157,925",$0,1 yr 0 mth ,"Nutrition, Metabolism and Diabetes",DIABETES MELLITUS; METABOLISM AND NUTRITION; METABOLISM/DIABETES; DRUG RESEARCH,2011-10-01,2012-09-30,validation of a glycerolipid free fatty acid cycling enzyme as a novel therapeutic target for type2 diabetes
"Sadar, Marianne D",University of British Columbia,Proof of Principle Program - Phase II,201102PP2,Proof of Principle,Translational Development Program For Analogues of EPI-001 (PNG01-185) Compounds For the Treatment of Advanced Prostate Cancer,"$300,000",$0,1 yr 0 mth ,Cancer Research,DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; PROSTATE AND BLADDER CANCER THERAPY; CANCER; DRUG RESEARCH,2011-10-01,2012-09-30,translational development program for analogues of epi001 png01185 compounds for the treatment of advanced prostate cancer
"Minchinton, Andrew I",University of British Columbia,Project Grant,202309PJT,Commercialization,Development of clinical candidate hypoxia-activated DNA-PK inhibitors,"$979,200",$0,4 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2024-04-01,2028-03-31,development of clinical candidate hypoxiaactivated dnapk inhibitors
"Jarvi, Keith A",Sinai Health System (Toronto),Proof of Principle Program - Phase I,201302PPP,Proof of Principle,Prediction of successful sperm retrieval in patients with non-obstructive azoospermia using a panel of protein biomarkers measured in seminal plasma,"$154,660",$0,1 yr 0 mth ,"Human Development, Child and Youth Health","INFERTILITY MALE; PREGNANCY/BIRTH; GENOMICS, PROTEOMICS, AND BIOINFORMATICS; REPRODUCTION/PREGNANCY",2013-10-01,2014-09-30,prediction of successful sperm retrieval in patients with nonobstructive azoospermia using a panel of protein biomarkers measured in seminal plasma
"Chopra, Rajiv","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Proof of Principle Program - Phase II,201102PP2,Proof of Principle,Evaluation of MRI-controlled interstitial ultrasound therapy for the treatment of cerebral neoplasms,"$147,500",$0,1 yr 0 mth ,Cancer Research,BRAIN TUMORS THERAPY; IMAGING; CANCER,2011-10-01,2012-09-30,evaluation of mricontrolled interstitial ultrasound therapy for the treatment of cerebral neoplasms
"Richter, Martin",Universite de Sherbrooke,Proof of Principle Program - Phase I,201109PPP,Proof of Principle,Matriptase Inhibitors as a Novel Class of Influenza Antivirals,"$143,827",$0,1 yr 0 mth ,Infection and Immunity,VIRAL; DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; VIROLOGY; DRUG RESEARCH,2012-04-01,2013-03-31,matriptase inhibitors as a novel class of influenza antivirals
"Jarzem, Peter F",McGill University,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,"Minimally Invasive Ready, Highly Expandable Vertebral Body Replacement Device","$122,826",$0,1 yr 0 mth ,Cancer Research,"BONE CANCER; MUSCULO SKELETAL; NERVOUS SYSTEM; MUSCLE, BONE, OR JOINT",2010-04-01,2011-03-31,minimally invasive ready highly expandable vertebral body replacement device
"Beaulieu, Jean-Franeois",Universite de Sherbrooke,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Improving the diagnosis of colorectal cancer using fecal mRNA and protein markers: The integrin alpha 6A subunit,"$160,000",$0,1 yr 0 mth ,Cancer Research,GASTRO-INTESTINAL CANCER; GASTRO-INTESTINAL CANCER THERAPY; GASTROINTESTINAL (LIVER); CANCER,2014-04-01,2015-03-31,improving the diagnosis of colorectal cancer using fecal mrna and protein markers the integrin alpha 6a subunit
"Tabrizian, Maryam",McGill University,Proof of Principle Program - Phase I,201402PPP,Proof of Principle,A Novel Injectable Chitosan Sponge Containing BMP-7 as a Therapeutic Intervention for Accelerated Bone Formation in a Critical Size Defect Rat Model,"$160,000",$0,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"BONE CANCER; INJURY, REGENERATION; MUSCLE, BONE, OR JOINT; DRUG RESEARCH",2014-10-01,2015-09-30,a novel injectable chitosan sponge containing bmp7 as a therapeutic intervention for accelerated bone formation in a critical size defect rat model
"Weinfeld, Michael",University of Alberta,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Small molecule inhibitor of polynucleotide kinase/phosphatase and uses thereof in cancer treatment.,"$150,000",$0,1 yr 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CANCER,2010-04-01,2011-03-31,small molecule inhibitor of polynucleotide kinasephosphatase and uses thereof in cancer treatment
"Doschak, Michael R",University of Alberta,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Bone-Seeking Iron Oxide Nanoparticles for Imaging Bone Metabolism,"$160,000",$0,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"DRUGS- PHARMACEUTICAL SCIENCE/CHEMISTRY & NON MEDICAL USE OF DRUGS; MUSCULO SKELETAL; DRUG RESEARCH; MUSCLE, BONE, OR JOINT",2016-04-01,2017-03-31,boneseeking iron oxide nanoparticles for imaging bone metabolism
"Afilalo, Jonathan",McGill University,Proof of Principle Program - Phase I,201209PPP,Proof of Principle,Buccal Lamin A as a Novel Biomarker for Frailty,"$160,000",$0,1 yr 0 mth ,Aging,AGING; CARDIOLOGY; CELL BIOLOGY,2013-04-01,2014-03-31,buccal lamin a as a novel biomarker for frailty
"Bell, John C",Ottawa Hospital Research Institute,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Biological Viral Sensitizers for GMP Manufacturing,"$123,000","$37,000",1 yr 0 mth ,Cancer Research,CANCER THERAPY GENERAL; VIRAL; CANCER; VIROLOGY,2014-04-01,2015-03-31,biological viral sensitizers for gmp manufacturing
"Unrau, Peter J","Simon Fraser University (Burnaby, B.C.)",Project Grant,202210PJT,Commercialization,Commercialization of RNA Mango fluorogenic aptamers: RNA Pulldown and Imaging Tools for Therapeutic and Diagnostic pipelines,"$100,000",$0,1 yr 0 mth ,Infection and Immunity,"Commercialization-Intellectual Property; Commercialization-Technology Transfer; Immunology and Infection-Antimicrobial Drug Resistance, Drug Discovery and Therapeutics (including vaccines)",2023-04-01,2024-03-31,commercialization of rna mango fluorogenic aptamers rna pulldown and imaging tools for therapeutic and diagnostic pipelines
"Fenster, Aaron",Western University (Ontario),Proof of Principle Program - Phase I,201509PPP,Proof of Principle,MR-Guided Focal Ablation of Prostate Cancer,"$143,110","$10,313",1 yr 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER THERAPY; IMAGING; CANCER,2016-04-01,2017-03-31,mrguided focal ablation of prostate cancer
"Ross, Ruth A",University of Toronto,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Development and therapeutic validation of GPR55 modulators for the treatment of osteoclast-mediated disorders,"$155,600",$0,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"OSTEOPOROSIS; BONE CANCER; MUSCLE, BONE, OR JOINT; CANCER",2016-04-01,2017-03-31,development and therapeutic validation of gpr55 modulators for the treatment of osteoclastmediated disorders
"Rennie, Paul S",University of British Columbia,"Proof of Principle - PA: Cancer Early Detection, Imaging/Trans Therapeutics",200904PCA,Proof of Principle,Androgen receptor inhibitors,"$150,000",$0,1 yr 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER THERAPY; ENDOCRINOLOGY; CANCER; DRUG RESEARCH,2009-07-01,2010-06-30,androgen receptor inhibitors
"Zhou, Youwen",University of British Columbia,Proof of Principle Program - Phase I,201202PPP,Proof of Principle,A diagnostic test for cutaneous T cell lymphomas,"$151,660",$0,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"SKIN AND SUBCUTANEOUS TISSUS; BLOOD; CANCER; GENOMICS, PROTEOMICS, AND BIOINFORMATICS",2012-10-01,2013-09-30,a diagnostic test for cutaneous t cell lymphomas
"Pearson, Christopher E",Hospital for Sick Children (Toronto),Project Grant,202309PJT,Commercialization,Pre-clinical studies of a small-molecule to reverse neurodegenerative disease-causing mutations for its commercialization and application,"$719,101",$0,3 yrs 0 mth ,Genetics,Commercialization-Technology Transfer; Genetics-Molecular and Functional Genetics and Epigenetics,2024-04-01,2027-03-31,preclinical studies of a smallmolecule to reverse neurodegenerative diseasecausing mutations for its commercialization and application
"Ghahary, Aziz",University of British Columbia,Proof of Principle Program - Phase I,201109PPP,Proof of Principle,Discovery of a Novel Anti-fibrogenic factor and its Therapeutic evaluation,"$150,932",$0,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"SKIN AND SUBCUTANEOUS TISSUS; INJURY, REGENERATION",2012-04-01,2013-03-31,discovery of a novel antifibrogenic factor and its therapeutic evaluation
"Kelley, Shana O",University of Toronto,Proof of Principle Program - Phase I,201109PPP,Proof of Principle,Preclinical testing of a mitochondrially-targeted anticancer agent,"$160,000",$0,1 yr 0 mth ,Cancer Research,CANCER THERAPY GENERAL; CANCER; GENETICS,2012-04-01,2013-03-31,preclinical testing of a mitochondriallytargeted anticancer agent
"Agrawal, Babita",University of Alberta,Proof of Principle Program - Phase I,201302PPP,Proof of Principle,New dual-mode antiviral agents for the treatment of hepatitis C virus infection,"$159,984",$0,1 yr 0 mth ,Infection and Immunity,VIRAL; DRUG RESEARCH; VIROLOGY,2013-10-01,2014-09-30,new dualmode antiviral agents for the treatment of hepatitis c virus infection
"Yang, Victor X",Toronto Metropolitan University,Proof of Principle Program - Phase I,201302PPP,Proof of Principle,Integrated Surgical Lighting and Navigation System,"$156,230","$2,200",1 yr 0 mth ,Musculoskeletal Health and Arthritis,"MUSCULO SKELETAL; MULTIDISCIPLINARY; IMAGING; MUSCLE, BONE, OR JOINT",2013-10-01,2014-09-30,integrated surgical lighting and navigation system
"Grynpas, Marc D",Sinai Health System (Toronto),Proof of Principle Program - Phase I,201009PPP,Proof of Principle,"""Calcium Polyphosphate Bone Substitutes""","$156,022",$0,1 yr 0 mth ,Musculoskeletal Health and Arthritis,"OSTEOPOROSIS; AGING; MUSCLE, BONE, OR JOINT",2011-04-01,2012-03-31,calcium polyphosphate bone substitutes
"Alain, Tommy",Children's Hospital of Eastern Ontario Research Institute Inc,Project Grant - PA: Breast Cancer Research,202403PLL,Commercialization,Viralyzing transgenes to improve oncolytic immunotherapy.,"$100,000",$0,1 yr 0 mth ,Cancer Research,"Biomedical Engineering-Biomaterials, Nanotechnology and Biomechanics; Genetics-Genomics, Transcriptomics and Proteomics; Immunology and Infection-Virology",2023-03-01,2024-02-29,viralyzing transgenes to improve oncolytic immunotherapy
"Bohbot, Veronique",CIUSSS de l'Ouest-de-l'Ile-de-Montreal-Douglas Hospital,Proof of Principle Program - Phase I,201402PPP,Proof of Principle,Validation of a fully automated virtual reality based spatial memory improvement program that promotes healthy aging,"$160,000",$0,1 yr 0 mth ,Aging,ALZHEIMER'S DISEASE; HEALTH PROMOTION,2014-10-01,2015-09-30,validation of a fully automated virtual reality based spatial memory improvement program that promotes healthy aging
"Chopra, Rajiv","Sunnybrook Health Sciences Centre (Toronto, Ontario)",Proof of Principle Program - Phase I,201009PPP,Proof of Principle,Development of endorectal MR elastography for prostate cancer detection,"$153,344",$0,1 yr 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; IMAGING; CANCER,2011-04-01,2012-03-31,development of endorectal mr elastography for prostate cancer detection
"Charron, Thierry",CIUSSS du Nord-de-l'Ile-de Montreal - Hepital Sacre Coeur,Proof of Principle Program - Phase I,201309PPP,Proof of Principle,Innovative device to reduce myocardial infarct size and no-reflow : Proof of concepts in humans,"$159,300",$0,1 yr 0 mth ,Circulatory and Respiratory Health,MYOCARDIAL INFARCTION; CARDIOLOGY; CARDIOVASCULAR,2014-04-01,2015-03-31,innovative device to reduce myocardial infarct size and noreflow proof of concepts in humans
"Gleave, Martin E",University of British Columbia,Project Grant,201709PJT,Commercialization,Preclinical development of a novel androgen receptor antagonist to treat castration-resistant prostate cancer,"$351,900",$0,2 yrs 0 mth ,Cancer Research,Cancer-Cancer Drug Development and Therapeutics,2018-04-01,2020-03-31,preclinical development of a novel androgen receptor antagonist to treat castrationresistant prostate cancer
"Snutch, Terrance P",University of British Columbia,Proof of Principle Program - Phase I,201509PPP,Proof of Principle,Identification of SLC26A11 blockers to prevent neuronal swelling and cell death,"$160,000",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",CNS ORGANIC; MULTIPLE DISEASE RELEVANCE; DRUG RESEARCH; NERVOUS SYSTEM,2016-04-01,2017-03-31,identification of slc26a11 blockers to prevent neuronal swelling and cell death
"Liu, Fang",Centre for Addiction and Mental Health (Toronto),Proof of Principle Program - Phase II,201509PP2,Proof of Principle,Development and commercialisation of a novel treatment for multiple sclerosis,"$299,101",$0,1 yr 0 mth ,"Neurosciences, Mental Health and Addiction",MULTIPLE SCLEROSIS; MENTAL AND BEHAVIOURAL DISEASES; DRUG RESEARCH; NERVOUS SYSTEM,2016-04-01,2017-03-31,development and commercialisation of a novel treatment for multiple sclerosis
"Sadar, Marianne D",University of British Columbia,Proof of Principle Program - Phase I,200910PPP,Proof of Principle,Preclinical evaluation of sintokamides as agents for treatment of advanced prostate cancer,"$150,000",$0,1 yr 0 mth ,Cancer Research,PROSTATE AND BLADDER CANCER; PROSTATE AND BLADDER CANCER THERAPY; CANCER; ENDOCRINOLOGY,2010-04-01,2011-03-31,preclinical evaluation of sintokamides as agents for treatment of advanced prostate cancer
"Brown, Jeremy A",Dalhousie University (Nova Scotia),Proof of Principle Program - Phase I,201003PPP,Proof of Principle,A High-Resolution Ultrasonic Endoscope for the Auditory System,"$108,000","$10,600",1 yr 0 mth ,Aging,DEAFNESS; DISEASES AFFECTING SPEECH/VISION/HEARING; IMAGING; HEARING,2010-10-01,2011-09-30,a highresolution ultrasonic endoscope for the auditory system
